relâchement diaphragmatique,diaphragme,36
diaphragme surélevé,diaphragme,29
surélévation diaphragmatique,diaphragme,28
surélévation du diaphragme,diaphragme,26
kyste diaphragmatique,diaphragme,27
adhérence du diaphragme,diaphragme,32
abcès intradiaphragmatique,diaphragme,27
eventration congénitale du diaphragme,diaphragme,34
estomac intrathoracique,diaphragme,34
hernie hiatale par roulement,diaphragme,34
hernie hiatale paraoesophagienne,diaphragme,26
hernie para-oesophagienne,diaphragme,27
hernie gastro-oesophagienne,diaphragme,27
estomac thoracique gangréneux,diaphragme,34
hernie para-oesophagienne gangréneuse,diaphragme,35
estomac intrathoracique nécrosé,diaphragme,28
hernie diaphragmatique avec gangrène et occlusion,diaphragme,30
estomac intrathoracique nécrosé avec occlusion,diaphragme,32
hernie para-oesophagienne avec gangrène et occlusion,diaphragme,29
estomac thoracique gangréneux avec occlusion,diaphragme,34
hernie diaphragmatique avec occlusion sans gangrène,diaphragme,26
hernie para-oesophagienne avec occlusion sans gangrène,diaphragme,34
estomac intrathoracique avec occlusion sans gangrène,diaphragme,35
hernie para-oesophagienne étranglée,diaphragme,35
hernie para-oesophagienne irréductible,diaphragme,28
lésion traumatique du diaphragme sans plaie ouverte de la cavité thoracique,diaphragme,40
tumeur maligne du diaphragme,diaphragme,34
tumeur maligne diaphragmatique,diaphragme,35
blessure diaphragmatique,diaphragme,27
lésion traumatique d'autres organes intrathoraciques précisés,diaphragme,28
faiblesse musculaire diaphragmatique,diaphragme,35
parésie diaphragmatique,diaphragme,28
parésie du diaphragme,diaphragme,41
tumeur bénigne du diaphragme,diaphragme,26
tumeur bénigne diaphragmatique,diaphragme,30
tumeur métastatique diaphragmatique,diaphragme,40
tumeur secondaire du diaphragme,diaphragme,41
tumeur secondaire diaphragmatique,diaphragme,37
tumeur métastatique du diaphragme,diaphragme,44
hernie diaphragmatique avec obstruction,diaphragme,41
hernie diaphragmatique obstructive,diaphragme,30
tumeur du diaphragme,diaphragme,34
=congenital posterolateral diaphragmatic hernia=,diaphragme,34
=diaphragmatic finding=,diaphragme,34
=defect of diaphragm=,diaphragme,30
=congenital hernia of foramen of morgagni=,diaphragme,27
=congenital hernia of foramen of bochdalek=,diaphragme,35
=congenital eventration of right crus of diaphragm=,diaphragme,41
=congenital eventration of left crus of diaphragm=,diaphragme,31
=traumatic rupture of diaphragm=,diaphragme,29
=diaphragmatic trichiniasis=,diaphragme,34
=simple diaphragmatic hernia=,diaphragme,27
=irreducible diaphragmatic hernia=,diaphragme,30
=rolling hiatus hernia with gastric volvulus=,diaphragme,27
=closed injury of diaphragm=,diaphragme,29
=open injury of diaphragm=,diaphragme,31
=complicated diaphragmatic hernia=,diaphragme,26
=postoperative rupture of the diaphragm=,diaphragme,26
=neoplasm of uncertain behavior of diaphragm=,diaphragme,26
=lian-siguer-welti syndrome=,diaphragme,38
=relaxation of diaphragm=,diaphragme,36
lésion traumatique du diaphragme,diaphragme,27
malformation congénitale du diaphragme,diaphragme,35
diaphragme,=vagina=,3
=rupture of diaphragm=,diaphragme,85
chaud,étuve,98
électricité,fil électrique,78
courant,fil électrique,53
moineau,fil électrique,53
tourterelle,fil électrique,53
grand ara vert,fil électrique,5
palombe,fil électrique,-3
autour,fil électrique,-30
organiste à ventre marron,fil électrique,-4
prise,fil électrique,41
fil électrique,lampe,38
pigeon de roche,fil électrique,35
bruant à face noire,fil électrique,2
fauvette d'hiver,fil électrique,2
ani,fil électrique,2
méliphage à sourcils noirs,fil électrique,1
onoré,fil électrique,1
ibis géant,fil électrique,1
zostérops des Seychelles,fil électrique,1
phaéton à brins rouges,fil électrique,1
macareux moine,fil électrique,2
oiseau,fil électrique,29
pigeon,fil électrique,31
corbeau,fil électrique,31
anserelle de Coromandel,fil électrique,-25
autruche,fil électrique,-10
générateur,ordinateur,31
goniomètre,barre,-5
goniomètre,roof,-4
goniomètre,cabine,9
goniomètre,PC,-5
goniomètre,bateau,3
gyroscope,éolienne,37
gyroscope,maison,-10
gyroscope,station,34
gyroscope,cabine,74
gyroscope,station météo,74
gyroscope,aéroport,74
gyroscope,cambuse,74
gyroscope,voiture,74
gyroscope,avion,74
gyroscope,navire,74
gyroscope,bâtiment,2
interrupteur,pièce,98
interrupteur,maison,78
interrupteur,mur,88
interrupteur,entrée,78
interrupteur,chambre,53
interrupteur,appartement,53
interrupteur,lampe,63
luminescence,lampe,238
ampoule,lampe,622
lumière,lampe,118
fil,lampe,108
huile,lampe,88
lampe,bureau,98
lampe,chambre,88
lampe,salon,98
lampe,table de chevet,88
électricité,lampe,168
interrupteur,lampe,63
savant,lampe,-2
moustique,lampe,63
génie,lampe,63
huile d'olive,lampe,10
flamme,lampe,38
lampe,salle à manger,38
lampe,agence de renseignement,38
lampe,pièce,38
lampe,dortoir,38
lampe,bibliothèque,38
prise,lampe,38
culot,lampe,38
gaz,lampe,39
mèche,lampe,38
fil électrique,lampe,38
lampe,tente,38
lueur,lampe,38
abat-jour,lampe,38
pied,lampe,39
douille,lampe,38
filament,lampe,38
verre,lampe,38
pétrole,lampe,38
pile,lampe,38
lampe,piano,6
lampe,cave,6
lampe,pétrole,34
=luminescence=,lampe,54
lampe,étagère,3
laser,laboratoire,40
microcalorimètre,bouche,-1
beauté,miroir,98
regard,miroir,88
visage,miroir,158
reflet,miroir,181
miroir,salle de bain,63
miroir,chambre,53
image,miroir,38
miroir,barbier,38
verre,miroir,38
miroir,sac à main,268
miroir,salle de bains,35
miroir,salon,6
miroir,pièce,7
miroir,sac,3
huile,moteur,118
liquide,moteur,78
explosion,moteur,78
moteur,camion,88
moteur,avion,78
moteur,voiture,98
moteur,moto,88
pompe,moteur,78
carburant,moteur,78
turbine,moteur,128
roue dentée,moteur,53
sauce,moteur,-10
huile de palme,moteur,53
huile de palmiste,moteur,53
moteur,morutier,38
moteur,zodiac,38
moteur,jaguar,38
moteur,yacht,38
moteur,barrage,38
moteur,navire,38
moteur,pompe,38
moteur,garage,38
moteur,carrousel,27
moteur,CX,30
moteur,cargo,6
moteur,Titanic,6
moteur,petite voiture,6
huile minérale,moteur,41
moteur,bâtiment,2
mémoire,ordinateur,138
informatique,ordinateur,78
connexion,ordinateur,88
processeur,ordinateur,98
clavier,ordinateur,158
logiciel,ordinateur,178
réseau,ordinateur,88
ordinateur,bureau,107
ordinateur,table,110
erreur,ordinateur,88
virus,ordinateur,108
ordinateur,maison,78
ordinateur,entreprise,118
ordinateur,chambre,78
souris,ordinateur,88
photo,ordinateur,78
écran,ordinateur,138
jeu,ordinateur,83
ordinateur,LIRMM,63
carte graphique,ordinateur,53
carte mère,ordinateur,178
astuce,ordinateur,2
mulot,ordinateur,78
disque dur,ordinateur,63
petit mot,ordinateur,53
bogue,ordinateur,148
pièce jointe,ordinateur,5
caméra,ordinateur,88
ordinateur,laboratoire,63
ordinateur,avion,53
ventilateur,ordinateur,53
plastique,ordinateur,53
Linux,ordinateur,63
algorithme,ordinateur,138
LibreOffice,ordinateur,53
fenêtre,ordinateur,78
Netscape Navigator,ordinateur,53
Firefox,ordinateur,53
boulette,ordinateur,-10
toile,ordinateur,-10
algorithme de tri,ordinateur,-5
écran plat,ordinateur,-5
coronavirus,ordinateur,-5
jeu sérieux,ordinateur,62
serious game,ordinateur,62
rage,ordinateur,41
PJ,ordinateur,2
police judiciaire,ordinateur,2
virus informatique,ordinateur,53
ordinateur,agence de renseignement,38
ordinateur,salle de rédaction,38
ordinateur,internet,38
alimentation,ordinateur,38
fils,ordinateur,38
fichier,ordinateur,38
programme,ordinateur,38
prise,ordinateur,38
jeux,ordinateur,38
système d'exploitation,ordinateur,39
octet,ordinateur,38
kilo-octet,ordinateur,38
mémoire vive,ordinateur,38
lecteur,ordinateur,38
cable,ordinateur,38
ordinateur,travail,38
ordinateur,bibliothèque,38
modem,ordinateur,38
disquette,ordinateur,38
carte son,ordinateur,38
RAM,ordinateur,38
carte,ordinateur,38
QuickTime,ordinateur,46
Safari,ordinateur,46
Aperture,ordinateur,47
AppleWorks,ordinateur,47
FileMaker Pro,ordinateur,46
FileMerge,ordinateur,46
HyperCard,ordinateur,46
iCal,ordinateur,46
iChat,ordinateur,46
Logic Pro,ordinateur,47
SimpleText,ordinateur,46
Soundtrack Pro,ordinateur,47
TextEdit,ordinateur,46
WebCore,ordinateur,46
WebObjects,ordinateur,46
Xcode,ordinateur,46
navigateur Web,ordinateur,47
Internet Explorer,ordinateur,47
XPress,ordinateur,46
Cordial,ordinateur,47
navigateur web,ordinateur,47
Mozilla,ordinateur,47
eMule,ordinateur,47
Messenger,ordinateur,47
Adium,ordinateur,46
iTunes,ordinateur,48
ASP,ordinateur,51
logiciel propriétaire,ordinateur,46
Vocaloid,ordinateur,46
spyware,ordinateur,47
Skype,ordinateur,47
Outlook,ordinateur,47
Thunderbird,ordinateur,46
client de messagerie,ordinateur,46
logiciel libre,ordinateur,47
open office,ordinateur,47
détecteur de plagiat,ordinateur,46
Steam,ordinateur,46
PowerPoint,ordinateur,47
Diaspora,ordinateur,47
FileZilla,ordinateur,46
cyberarme,ordinateur,47
VLC,ordinateur,46
Dropbox,ordinateur,46
rançongiciel,ordinateur,46
logiciel privateur,ordinateur,47
gratuiciel,ordinateur,46
intergiciel,ordinateur,46
publiciel,ordinateur,46
graticiel,ordinateur,46
shareware,ordinateur,46
micrologiciel,ordinateur,46
TeamSpeak,ordinateur,46
logiciel professionnel,ordinateur,47
Photoshop,ordinateur,47
logiciel malveillant,ordinateur,47
traitement de texte,ordinateur,47
BitTorrent,ordinateur,46
FreeBSD,ordinateur,46
Ice Cream Sandwich,ordinateur,47
Excel,ordinateur,47
ver informatique,ordinateur,46
logiciel contributif,ordinateur,46
logiciel antivirus,ordinateur,46
robogiciel,ordinateur,46
bot informatique,ordinateur,46
VLC media player,ordinateur,46
abdomen sans préparation,ordinateur,42
logiciel gratuit,ordinateur,44
logiciel informatique,ordinateur,44
logiciel publicitaire,ordinateur,44
logiciel pédagogique,ordinateur,44
logiciel non libre,ordinateur,44
logiciel médiateur,ordinateur,44
logiciel ludo-éducatif,ordinateur,44
logiciel abandonné,ordinateur,44
logiciel harcelant,ordinateur,44
logiciel client,ordinateur,44
logiciel de comptabilité,ordinateur,44
logiciel de groupe de travail,ordinateur,44
logiciel de navigation,ordinateur,44
logiciel de vérification de schéma,ordinateur,44
logiciel espion,ordinateur,44
logiciel à contribution,ordinateur,44
Word,ordinateur,42
Active Server Pages,ordinateur,41
kilooctet,ordinateur,38
Exodus,ordinateur,28
radiographie de l'abdomen sans préparation,ordinateur,42
ordinateur,labo,31
logiciel convivial,ordinateur,35
logiciel musical,ordinateur,32
logiciel de gestion,ordinateur,29
logiciel de gestion de réseau,ordinateur,28
logiciel de gestion de courrier,ordinateur,34
logiciel de capture de séquences vidéo,ordinateur,31
logiciel d'infographie,ordinateur,26
logiciel de sauvegarde automatique,ordinateur,32
logiciel de correction de fautes d'orthographe,ordinateur,38
Adobe Acrobat Reader,ordinateur,28
Adobe Reader,ordinateur,27
virus polymorphe,ordinateur,27
composeur de numéro,ordinateur,30
photoshop,ordinateur,32
Microsoft Excel,ordinateur,27
logiciel à la demande,ordinateur,34
espiogiciel,ordinateur,32
progiciel,ordinateur,34
logiciel de représentation graphique,ordinateur,27
logiciel de traitement de texte,ordinateur,26
logiciel intelligent,ordinateur,31
logiciel d'exploitation,ordinateur,29
contribuciel,ordinateur,26
OpenOffice,ordinateur,26
câble,ordinateur,36
logiciel portable,ordinateur,38
Apache,ordinateur,47
Cleverbot,ordinateur,26
logiciel de chat,ordinateur,30
machine virtuelle,ordinateur,37
malware,ordinateur,26
logiciel de calcul formel,ordinateur,26
Maple,ordinateur,34
abandonware,ordinateur,34
navigateur,ordinateur,26
portier,ordinateur,30
trackware,ordinateur,27
solveur,ordinateur,31
plugiciel,ordinateur,30
tableur,ordinateur,26
pricer,ordinateur,30
bombe logique,ordinateur,39
visionneur,ordinateur,34
obésiciel,ordinateur,30
synergiciel,ordinateur,34
logiciel trafiqué,ordinateur,29
didacticiel,ordinateur,34
routeur,ordinateur,27
organiseur,ordinateur,29
fumiciel,ordinateur,26
éditeur,ordinateur,30
application monoposte,ordinateur,27
analyseur de paquets,ordinateur,28
caritaticiel,ordinateur,35
courrielleur,ordinateur,28
hyperviseur de stockage,ordinateur,27
boufficiel,ordinateur,27
logiciel-socle,ordinateur,29
MTA,ordinateur,27
charityware,ordinateur,26
logiciel de gestion de versions,ordinateur,34
groupiciel,ordinateur,32
robot,ordinateur,26
partagiciel,ordinateur,26
superviseur,ordinateur,28
collecticiel,ordinateur,27
surcouche,ordinateur,26
traducteur de test,ordinateur,34
antispam,ordinateur,28
antibot,ordinateur,29
aspirateur de site web,ordinateur,34
logiciel libérateur,ordinateur,37
pseudovirus,ordinateur,35
éditeur de liens,ordinateur,31
grogiciel,ordinateur,32
inflagiciel,ordinateur,29
dentascan,ordinateur,35
MediaWiki,ordinateur,31
clone,ordinateur,41
grapheur,ordinateur,35
MRP,ordinateur,28
économiseur,ordinateur,30
