term_1,relation_type,term_2,relation_type,term_2,donc,term_1,relation_type,term_2
prise,15,ordinateur,15,"salle de rédaction",donc,prise,15,"salle de rédaction"
jeux,15,ordinateur,15,"salle de rédaction",donc,jeux,15,"salle de rédaction"
"système d'exploitation",15,ordinateur,15,"salle de rédaction",donc,"système d'exploitation",15,"salle de rédaction"
octet,15,ordinateur,15,"salle de rédaction",donc,octet,15,"salle de rédaction"
kilo-octet,15,ordinateur,15,"salle de rédaction",donc,kilo-octet,15,"salle de rédaction"
"mémoire vive",15,ordinateur,15,"salle de rédaction",donc,"mémoire vive",15,"salle de rédaction"
lecteur,15,ordinateur,15,"salle de rédaction",donc,lecteur,15,"salle de rédaction"
cable,15,ordinateur,15,"salle de rédaction",donc,cable,15,"salle de rédaction"
modem,15,ordinateur,15,"salle de rédaction",donc,modem,15,"salle de rédaction"
disquette,15,ordinateur,15,"salle de rédaction",donc,disquette,15,"salle de rédaction"
"carte son",15,ordinateur,15,"salle de rédaction",donc,"carte son",15,"salle de rédaction"
RAM,15,ordinateur,15,"salle de rédaction",donc,RAM,15,"salle de rédaction"
carte,15,ordinateur,15,"salle de rédaction",donc,carte,15,"salle de rédaction"
QuickTime,15,ordinateur,15,"salle de rédaction",donc,QuickTime,15,"salle de rédaction"
Safari,15,ordinateur,15,"salle de rédaction",donc,Safari,15,"salle de rédaction"
Aperture,15,ordinateur,15,"salle de rédaction",donc,Aperture,15,"salle de rédaction"
AppleWorks,15,ordinateur,15,"salle de rédaction",donc,AppleWorks,15,"salle de rédaction"
"FileMaker Pro",15,ordinateur,15,"salle de rédaction",donc,"FileMaker Pro",15,"salle de rédaction"
FileMerge,15,ordinateur,15,"salle de rédaction",donc,FileMerge,15,"salle de rédaction"
HyperCard,15,ordinateur,15,"salle de rédaction",donc,HyperCard,15,"salle de rédaction"
iCal,15,ordinateur,15,"salle de rédaction",donc,iCal,15,"salle de rédaction"
iChat,15,ordinateur,15,"salle de rédaction",donc,iChat,15,"salle de rédaction"
"Logic Pro",15,ordinateur,15,"salle de rédaction",donc,"Logic Pro",15,"salle de rédaction"
SimpleText,15,ordinateur,15,"salle de rédaction",donc,SimpleText,15,"salle de rédaction"
"Soundtrack Pro",15,ordinateur,15,"salle de rédaction",donc,"Soundtrack Pro",15,"salle de rédaction"
TextEdit,15,ordinateur,15,"salle de rédaction",donc,TextEdit,15,"salle de rédaction"
WebCore,15,ordinateur,15,"salle de rédaction",donc,WebCore,15,"salle de rédaction"
WebObjects,15,ordinateur,15,"salle de rédaction",donc,WebObjects,15,"salle de rédaction"
Xcode,15,ordinateur,15,"salle de rédaction",donc,Xcode,15,"salle de rédaction"
"navigateur Web",15,ordinateur,15,"salle de rédaction",donc,"navigateur Web",15,"salle de rédaction"
"Internet Explorer",15,ordinateur,15,"salle de rédaction",donc,"Internet Explorer",15,"salle de rédaction"
XPress,15,ordinateur,15,"salle de rédaction",donc,XPress,15,"salle de rédaction"
Cordial,15,ordinateur,15,"salle de rédaction",donc,Cordial,15,"salle de rédaction"
"navigateur web",15,ordinateur,15,"salle de rédaction",donc,"navigateur web",15,"salle de rédaction"
Mozilla,15,ordinateur,15,"salle de rédaction",donc,Mozilla,15,"salle de rédaction"
eMule,15,ordinateur,15,"salle de rédaction",donc,eMule,15,"salle de rédaction"
Messenger,15,ordinateur,15,"salle de rédaction",donc,Messenger,15,"salle de rédaction"
Adium,15,ordinateur,15,"salle de rédaction",donc,Adium,15,"salle de rédaction"
iTunes,15,ordinateur,15,"salle de rédaction",donc,iTunes,15,"salle de rédaction"
ASP,15,ordinateur,15,"salle de rédaction",donc,ASP,15,"salle de rédaction"
"logiciel propriétaire",15,ordinateur,15,"salle de rédaction",donc,"logiciel propriétaire",15,"salle de rédaction"
Vocaloid,15,ordinateur,15,"salle de rédaction",donc,Vocaloid,15,"salle de rédaction"
spyware,15,ordinateur,15,"salle de rédaction",donc,spyware,15,"salle de rédaction"
Skype,15,ordinateur,15,"salle de rédaction",donc,Skype,15,"salle de rédaction"
Outlook,15,ordinateur,15,"salle de rédaction",donc,Outlook,15,"salle de rédaction"
Thunderbird,15,ordinateur,15,"salle de rédaction",donc,Thunderbird,15,"salle de rédaction"
"client de messagerie",15,ordinateur,15,"salle de rédaction",donc,"client de messagerie",15,"salle de rédaction"
"logiciel libre",15,ordinateur,15,"salle de rédaction",donc,"logiciel libre",15,"salle de rédaction"
"open office",15,ordinateur,15,"salle de rédaction",donc,"open office",15,"salle de rédaction"
"détecteur de plagiat",15,ordinateur,15,"salle de rédaction",donc,"détecteur de plagiat",15,"salle de rédaction"
Steam,15,ordinateur,15,"salle de rédaction",donc,Steam,15,"salle de rédaction"
PowerPoint,15,ordinateur,15,"salle de rédaction",donc,PowerPoint,15,"salle de rédaction"
Diaspora,15,ordinateur,15,"salle de rédaction",donc,Diaspora,15,"salle de rédaction"
FileZilla,15,ordinateur,15,"salle de rédaction",donc,FileZilla,15,"salle de rédaction"
cyberarme,15,ordinateur,15,"salle de rédaction",donc,cyberarme,15,"salle de rédaction"
VLC,15,ordinateur,15,"salle de rédaction",donc,VLC,15,"salle de rédaction"
Dropbox,15,ordinateur,15,"salle de rédaction",donc,Dropbox,15,"salle de rédaction"
rançongiciel,15,ordinateur,15,"salle de rédaction",donc,rançongiciel,15,"salle de rédaction"
"logiciel privateur",15,ordinateur,15,"salle de rédaction",donc,"logiciel privateur",15,"salle de rédaction"
gratuiciel,15,ordinateur,15,"salle de rédaction",donc,gratuiciel,15,"salle de rédaction"
intergiciel,15,ordinateur,15,"salle de rédaction",donc,intergiciel,15,"salle de rédaction"
publiciel,15,ordinateur,15,"salle de rédaction",donc,publiciel,15,"salle de rédaction"
graticiel,15,ordinateur,15,"salle de rédaction",donc,graticiel,15,"salle de rédaction"
shareware,15,ordinateur,15,"salle de rédaction",donc,shareware,15,"salle de rédaction"
micrologiciel,15,ordinateur,15,"salle de rédaction",donc,micrologiciel,15,"salle de rédaction"
TeamSpeak,15,ordinateur,15,"salle de rédaction",donc,TeamSpeak,15,"salle de rédaction"
"logiciel professionnel",15,ordinateur,15,"salle de rédaction",donc,"logiciel professionnel",15,"salle de rédaction"
Photoshop,15,ordinateur,15,"salle de rédaction",donc,Photoshop,15,"salle de rédaction"
"logiciel malveillant",15,ordinateur,15,"salle de rédaction",donc,"logiciel malveillant",15,"salle de rédaction"
"traitement de texte",15,ordinateur,15,"salle de rédaction",donc,"traitement de texte",15,"salle de rédaction"
BitTorrent,15,ordinateur,15,"salle de rédaction",donc,BitTorrent,15,"salle de rédaction"
FreeBSD,15,ordinateur,15,"salle de rédaction",donc,FreeBSD,15,"salle de rédaction"
"Ice Cream Sandwich",15,ordinateur,15,"salle de rédaction",donc,"Ice Cream Sandwich",15,"salle de rédaction"
Excel,15,ordinateur,15,"salle de rédaction",donc,Excel,15,"salle de rédaction"
"ver informatique",15,ordinateur,15,"salle de rédaction",donc,"ver informatique",15,"salle de rédaction"
"logiciel contributif",15,ordinateur,15,"salle de rédaction",donc,"logiciel contributif",15,"salle de rédaction"
"logiciel antivirus",15,ordinateur,15,"salle de rédaction",donc,"logiciel antivirus",15,"salle de rédaction"
robogiciel,15,ordinateur,15,"salle de rédaction",donc,robogiciel,15,"salle de rédaction"
"bot informatique",15,ordinateur,15,"salle de rédaction",donc,"bot informatique",15,"salle de rédaction"
"VLC media player",15,ordinateur,15,"salle de rédaction",donc,"VLC media player",15,"salle de rédaction"
"abdomen sans préparation",15,ordinateur,15,"salle de rédaction",donc,"abdomen sans préparation",15,"salle de rédaction"
"logiciel gratuit",15,ordinateur,15,"salle de rédaction",donc,"logiciel gratuit",15,"salle de rédaction"
"logiciel informatique",15,ordinateur,15,"salle de rédaction",donc,"logiciel informatique",15,"salle de rédaction"
"logiciel publicitaire",15,ordinateur,15,"salle de rédaction",donc,"logiciel publicitaire",15,"salle de rédaction"
"logiciel pédagogique",15,ordinateur,15,"salle de rédaction",donc,"logiciel pédagogique",15,"salle de rédaction"
"logiciel non libre",15,ordinateur,15,"salle de rédaction",donc,"logiciel non libre",15,"salle de rédaction"
"logiciel médiateur",15,ordinateur,15,"salle de rédaction",donc,"logiciel médiateur",15,"salle de rédaction"
"logiciel ludo-éducatif",15,ordinateur,15,"salle de rédaction",donc,"logiciel ludo-éducatif",15,"salle de rédaction"
"logiciel abandonné",15,ordinateur,15,"salle de rédaction",donc,"logiciel abandonné",15,"salle de rédaction"
"logiciel harcelant",15,ordinateur,15,"salle de rédaction",donc,"logiciel harcelant",15,"salle de rédaction"
"logiciel client",15,ordinateur,15,"salle de rédaction",donc,"logiciel client",15,"salle de rédaction"
"logiciel de comptabilité",15,ordinateur,15,"salle de rédaction",donc,"logiciel de comptabilité",15,"salle de rédaction"
"logiciel de groupe de travail",15,ordinateur,15,"salle de rédaction",donc,"logiciel de groupe de travail",15,"salle de rédaction"
"logiciel de navigation",15,ordinateur,15,"salle de rédaction",donc,"logiciel de navigation",15,"salle de rédaction"
"logiciel de vérification de schéma",15,ordinateur,15,"salle de rédaction",donc,"logiciel de vérification de schéma",15,"salle de rédaction"
"logiciel espion",15,ordinateur,15,"salle de rédaction",donc,"logiciel espion",15,"salle de rédaction"
"logiciel à contribution",15,ordinateur,15,"salle de rédaction",donc,"logiciel à contribution",15,"salle de rédaction"
Word,15,ordinateur,15,"salle de rédaction",donc,Word,15,"salle de rédaction"
"Active Server Pages",15,ordinateur,15,"salle de rédaction",donc,"Active Server Pages",15,"salle de rédaction"
kilooctet,15,ordinateur,15,"salle de rédaction",donc,kilooctet,15,"salle de rédaction"
Exodus,15,ordinateur,15,"salle de rédaction",donc,Exodus,15,"salle de rédaction"
"radiographie de l'abdomen sans préparation",15,ordinateur,15,"salle de rédaction",donc,"radiographie de l'abdomen sans préparation",15,"salle de rédaction"
"logiciel convivial",15,ordinateur,15,"salle de rédaction",donc,"logiciel convivial",15,"salle de rédaction"
"logiciel musical",15,ordinateur,15,"salle de rédaction",donc,"logiciel musical",15,"salle de rédaction"
"logiciel de gestion",15,ordinateur,15,"salle de rédaction",donc,"logiciel de gestion",15,"salle de rédaction"
"logiciel de gestion de réseau",15,ordinateur,15,"salle de rédaction",donc,"logiciel de gestion de réseau",15,"salle de rédaction"
"logiciel de gestion de courrier",15,ordinateur,15,"salle de rédaction",donc,"logiciel de gestion de courrier",15,"salle de rédaction"
"logiciel de capture de séquences vidéo",15,ordinateur,15,"salle de rédaction",donc,"logiciel de capture de séquences vidéo",15,"salle de rédaction"
"logiciel d'infographie",15,ordinateur,15,"salle de rédaction",donc,"logiciel d'infographie",15,"salle de rédaction"
"logiciel de sauvegarde automatique",15,ordinateur,15,"salle de rédaction",donc,"logiciel de sauvegarde automatique",15,"salle de rédaction"
"logiciel de correction de fautes d'orthographe",15,ordinateur,15,"salle de rédaction",donc,"logiciel de correction de fautes d'orthographe",15,"salle de rédaction"
"Adobe Acrobat Reader",15,ordinateur,15,"salle de rédaction",donc,"Adobe Acrobat Reader",15,"salle de rédaction"
"Adobe Reader",15,ordinateur,15,"salle de rédaction",donc,"Adobe Reader",15,"salle de rédaction"
"virus polymorphe",15,ordinateur,15,"salle de rédaction",donc,"virus polymorphe",15,"salle de rédaction"
"composeur de numéro",15,ordinateur,15,"salle de rédaction",donc,"composeur de numéro",15,"salle de rédaction"
photoshop,15,ordinateur,15,"salle de rédaction",donc,photoshop,15,"salle de rédaction"
"Microsoft Excel",15,ordinateur,15,"salle de rédaction",donc,"Microsoft Excel",15,"salle de rédaction"
"logiciel à la demande",15,ordinateur,15,"salle de rédaction",donc,"logiciel à la demande",15,"salle de rédaction"
espiogiciel,15,ordinateur,15,"salle de rédaction",donc,espiogiciel,15,"salle de rédaction"
progiciel,15,ordinateur,15,"salle de rédaction",donc,progiciel,15,"salle de rédaction"
"logiciel de représentation graphique",15,ordinateur,15,"salle de rédaction",donc,"logiciel de représentation graphique",15,"salle de rédaction"
"logiciel de traitement de texte",15,ordinateur,15,"salle de rédaction",donc,"logiciel de traitement de texte",15,"salle de rédaction"
"logiciel intelligent",15,ordinateur,15,"salle de rédaction",donc,"logiciel intelligent",15,"salle de rédaction"
"logiciel d'exploitation",15,ordinateur,15,"salle de rédaction",donc,"logiciel d'exploitation",15,"salle de rédaction"
contribuciel,15,ordinateur,15,"salle de rédaction",donc,contribuciel,15,"salle de rédaction"
OpenOffice,15,ordinateur,15,"salle de rédaction",donc,OpenOffice,15,"salle de rédaction"
câble,15,ordinateur,15,"salle de rédaction",donc,câble,15,"salle de rédaction"
"logiciel portable",15,ordinateur,15,"salle de rédaction",donc,"logiciel portable",15,"salle de rédaction"
Apache,15,ordinateur,15,"salle de rédaction",donc,Apache,15,"salle de rédaction"
Cleverbot,15,ordinateur,15,"salle de rédaction",donc,Cleverbot,15,"salle de rédaction"
"logiciel de chat",15,ordinateur,15,"salle de rédaction",donc,"logiciel de chat",15,"salle de rédaction"
"machine virtuelle",15,ordinateur,15,"salle de rédaction",donc,"machine virtuelle",15,"salle de rédaction"
malware,15,ordinateur,15,"salle de rédaction",donc,malware,15,"salle de rédaction"
"logiciel de calcul formel",15,ordinateur,15,"salle de rédaction",donc,"logiciel de calcul formel",15,"salle de rédaction"
Maple,15,ordinateur,15,"salle de rédaction",donc,Maple,15,"salle de rédaction"
abandonware,15,ordinateur,15,"salle de rédaction",donc,abandonware,15,"salle de rédaction"
navigateur,15,ordinateur,15,"salle de rédaction",donc,navigateur,15,"salle de rédaction"
portier,15,ordinateur,15,"salle de rédaction",donc,portier,15,"salle de rédaction"
trackware,15,ordinateur,15,"salle de rédaction",donc,trackware,15,"salle de rédaction"
solveur,15,ordinateur,15,"salle de rédaction",donc,solveur,15,"salle de rédaction"
plugiciel,15,ordinateur,15,"salle de rédaction",donc,plugiciel,15,"salle de rédaction"
tableur,15,ordinateur,15,"salle de rédaction",donc,tableur,15,"salle de rédaction"
pricer,15,ordinateur,15,"salle de rédaction",donc,pricer,15,"salle de rédaction"
"bombe logique",15,ordinateur,15,"salle de rédaction",donc,"bombe logique",15,"salle de rédaction"
visionneur,15,ordinateur,15,"salle de rédaction",donc,visionneur,15,"salle de rédaction"
obésiciel,15,ordinateur,15,"salle de rédaction",donc,obésiciel,15,"salle de rédaction"
synergiciel,15,ordinateur,15,"salle de rédaction",donc,synergiciel,15,"salle de rédaction"
"logiciel trafiqué",15,ordinateur,15,"salle de rédaction",donc,"logiciel trafiqué",15,"salle de rédaction"
didacticiel,15,ordinateur,15,"salle de rédaction",donc,didacticiel,15,"salle de rédaction"
routeur,15,ordinateur,15,"salle de rédaction",donc,routeur,15,"salle de rédaction"
organiseur,15,ordinateur,15,"salle de rédaction",donc,organiseur,15,"salle de rédaction"
fumiciel,15,ordinateur,15,"salle de rédaction",donc,fumiciel,15,"salle de rédaction"
éditeur,15,ordinateur,15,"salle de rédaction",donc,éditeur,15,"salle de rédaction"
"application monoposte",15,ordinateur,15,"salle de rédaction",donc,"application monoposte",15,"salle de rédaction"
"analyseur de paquets",15,ordinateur,15,"salle de rédaction",donc,"analyseur de paquets",15,"salle de rédaction"
caritaticiel,15,ordinateur,15,"salle de rédaction",donc,caritaticiel,15,"salle de rédaction"
courrielleur,15,ordinateur,15,"salle de rédaction",donc,courrielleur,15,"salle de rédaction"
"hyperviseur de stockage",15,ordinateur,15,"salle de rédaction",donc,"hyperviseur de stockage",15,"salle de rédaction"
boufficiel,15,ordinateur,15,"salle de rédaction",donc,boufficiel,15,"salle de rédaction"
logiciel-socle,15,ordinateur,15,"salle de rédaction",donc,logiciel-socle,15,"salle de rédaction"
MTA,15,ordinateur,15,"salle de rédaction",donc,MTA,15,"salle de rédaction"
charityware,15,ordinateur,15,"salle de rédaction",donc,charityware,15,"salle de rédaction"
"logiciel de gestion de versions",15,ordinateur,15,"salle de rédaction",donc,"logiciel de gestion de versions",15,"salle de rédaction"
groupiciel,15,ordinateur,15,"salle de rédaction",donc,groupiciel,15,"salle de rédaction"
robot,15,ordinateur,15,"salle de rédaction",donc,robot,15,"salle de rédaction"
partagiciel,15,ordinateur,15,"salle de rédaction",donc,partagiciel,15,"salle de rédaction"
superviseur,15,ordinateur,15,"salle de rédaction",donc,superviseur,15,"salle de rédaction"
collecticiel,15,ordinateur,15,"salle de rédaction",donc,collecticiel,15,"salle de rédaction"
surcouche,15,ordinateur,15,"salle de rédaction",donc,surcouche,15,"salle de rédaction"
"traducteur de test",15,ordinateur,15,"salle de rédaction",donc,"traducteur de test",15,"salle de rédaction"
antispam,15,ordinateur,15,"salle de rédaction",donc,antispam,15,"salle de rédaction"
antibot,15,ordinateur,15,"salle de rédaction",donc,antibot,15,"salle de rédaction"
"aspirateur de site web",15,ordinateur,15,"salle de rédaction",donc,"aspirateur de site web",15,"salle de rédaction"
"logiciel libérateur",15,ordinateur,15,"salle de rédaction",donc,"logiciel libérateur",15,"salle de rédaction"
pseudovirus,15,ordinateur,15,"salle de rédaction",donc,pseudovirus,15,"salle de rédaction"
"éditeur de liens",15,ordinateur,15,"salle de rédaction",donc,"éditeur de liens",15,"salle de rédaction"
grogiciel,15,ordinateur,15,"salle de rédaction",donc,grogiciel,15,"salle de rédaction"
inflagiciel,15,ordinateur,15,"salle de rédaction",donc,inflagiciel,15,"salle de rédaction"
dentascan,15,ordinateur,15,"salle de rédaction",donc,dentascan,15,"salle de rédaction"
MediaWiki,15,ordinateur,15,"salle de rédaction",donc,MediaWiki,15,"salle de rédaction"
clone,15,ordinateur,15,"salle de rédaction",donc,clone,15,"salle de rédaction"
grapheur,15,ordinateur,15,"salle de rédaction",donc,grapheur,15,"salle de rédaction"
MRP,15,ordinateur,15,"salle de rédaction",donc,MRP,15,"salle de rédaction"
économiseur,15,ordinateur,15,"salle de rédaction",donc,économiseur,15,"salle de rédaction"
générateur,15,ordinateur,15,"salle de rédaction",donc,générateur,15,"salle de rédaction"
agrégateur,15,ordinateur,15,"salle de rédaction",donc,agrégateur,15,"salle de rédaction"
publipostage,15,ordinateur,15,"salle de rédaction",donc,publipostage,15,"salle de rédaction"
antivirus,15,ordinateur,15,"salle de rédaction",donc,antivirus,15,"salle de rédaction"
composeur,15,ordinateur,15,"salle de rédaction",donc,composeur,15,"salle de rédaction"
abandogiciel,15,ordinateur,15,"salle de rédaction",donc,abandogiciel,15,"salle de rédaction"
"agenda électronique",15,ordinateur,15,"salle de rédaction",donc,"agenda électronique",15,"salle de rédaction"
pubiciel,15,ordinateur,15,"salle de rédaction",donc,pubiciel,15,"salle de rédaction"
désinstalleur,15,ordinateur,15,"salle de rédaction",donc,désinstalleur,15,"salle de rédaction"
transpiler,15,ordinateur,15,"salle de rédaction",donc,transpiler,15,"salle de rédaction"
autorépondeur,15,ordinateur,15,"salle de rédaction",donc,autorépondeur,15,"salle de rédaction"
careware,15,ordinateur,15,"salle de rédaction",donc,careware,15,"salle de rédaction"
MDA,15,ordinateur,15,"salle de rédaction",donc,MDA,15,"salle de rédaction"
utilitaire,15,ordinateur,15,"salle de rédaction",donc,utilitaire,15,"salle de rédaction"
anagrammeur,15,ordinateur,15,"salle de rédaction",donc,anagrammeur,15,"salle de rédaction"
reposteur,15,ordinateur,15,"salle de rédaction",donc,reposteur,15,"salle de rédaction"
coupefeu,15,ordinateur,15,"salle de rédaction",donc,coupefeu,15,"salle de rédaction"
démo,15,ordinateur,15,"salle de rédaction",donc,démo,15,"salle de rédaction"
"serveur web",15,ordinateur,15,"salle de rédaction",donc,"serveur web",15,"salle de rédaction"
annonciel,15,ordinateur,15,"salle de rédaction",donc,annonciel,15,"salle de rédaction"
concordancier,15,ordinateur,15,"salle de rédaction",donc,concordancier,15,"salle de rédaction"
"détecteur de virus",15,ordinateur,15,"salle de rédaction",donc,"détecteur de virus",15,"salle de rédaction"
chiffrier,15,ordinateur,15,"salle de rédaction",donc,chiffrier,15,"salle de rédaction"
isolateur,15,ordinateur,15,"salle de rédaction",donc,isolateur,15,"salle de rédaction"
révision,15,ordinateur,15,"salle de rédaction",donc,révision,15,"salle de rédaction"
"cheval de Troie",15,ordinateur,15,"salle de rédaction",donc,"cheval de Troie",15,"salle de rédaction"
attaging,15,ordinateur,15,"salle de rédaction",donc,attaging,15,"salle de rédaction"
dérawtiseur,15,ordinateur,15,"salle de rédaction",donc,dérawtiseur,15,"salle de rédaction"
"filtre de traitement d'image",15,ordinateur,15,"salle de rédaction",donc,"filtre de traitement d'image",15,"salle de rédaction"
profileur,15,ordinateur,15,"salle de rédaction",donc,profileur,15,"salle de rédaction"
antirobot,15,ordinateur,15,"salle de rédaction",donc,antirobot,15,"salle de rédaction"
anti-virus,15,ordinateur,15,"salle de rédaction",donc,anti-virus,15,"salle de rédaction"
graphiste,15,ordinateur,15,"salle de rédaction",donc,graphiste,15,"salle de rédaction"
anti-spam,15,ordinateur,15,"salle de rédaction",donc,anti-spam,15,"salle de rédaction"
"Video Random Access Memory",15,ordinateur,15,"salle de rédaction",donc,"Video Random Access Memory",15,"salle de rédaction"
VRAM,15,ordinateur,15,"salle de rédaction",donc,VRAM,15,"salle de rédaction"
"Logiciel portable",15,ordinateur,15,"salle de rédaction",donc,"Logiciel portable",15,"salle de rédaction"
teamspeak,15,ordinateur,15,"salle de rédaction",donc,teamspeak,15,"salle de rédaction"
microgiciel,15,ordinateur,15,"salle de rédaction",donc,microgiciel,15,"salle de rédaction"
"serveur Web",15,ordinateur,15,"salle de rédaction",donc,"serveur Web",15,"salle de rédaction"
anti-bot,15,ordinateur,15,"salle de rédaction",donc,anti-bot,15,"salle de rédaction"
packer,15,ordinateur,15,"salle de rédaction",donc,packer,15,"salle de rédaction"
empaqueteur,15,ordinateur,15,"salle de rédaction",donc,empaqueteur,15,"salle de rédaction"
processus,15,ordinateur,15,"salle de rédaction",donc,processus,15,"salle de rédaction"
puce,15,ordinateur,15,"salle de rédaction",donc,puce,15,"salle de rédaction"
pilote,15,ordinateur,15,"salle de rédaction",donc,pilote,15,"salle de rédaction"
bouton,15,ordinateur,15,"salle de rédaction",donc,bouton,15,"salle de rédaction"
client,15,ordinateur,15,"salle de rédaction",donc,client,15,"salle de rédaction"
bot,15,ordinateur,15,"salle de rédaction",donc,bot,15,"salle de rédaction"
"logiciel de dessin",15,ordinateur,15,"salle de rédaction",donc,"logiciel de dessin",15,"salle de rédaction"
serveur,15,ordinateur,15,"salle de rédaction",donc,serveur,15,"salle de rédaction"
chat,15,ordinateur,15,"salle de rédaction",donc,chat,15,"salle de rédaction"
correcteur,15,ordinateur,15,"salle de rédaction",donc,correcteur,15,"salle de rédaction"
"logiciel de retouche d'image",15,ordinateur,15,"salle de rédaction",donc,"logiciel de retouche d'image",15,"salle de rédaction"
"serveur de messagerie électronique",15,ordinateur,15,"salle de rédaction",donc,"serveur de messagerie électronique",15,"salle de rédaction"
"lecteur de nouvelles",15,ordinateur,15,"salle de rédaction",donc,"lecteur de nouvelles",15,"salle de rédaction"
visionneuse,15,ordinateur,15,"salle de rédaction",donc,visionneuse,15,"salle de rédaction"
viewer,15,ordinateur,15,"salle de rédaction",donc,viewer,15,"salle de rédaction"
ICQ,15,ordinateur,15,"salle de rédaction",donc,ICQ,15,"salle de rédaction"
"éditeur HTML",15,ordinateur,15,"salle de rédaction",donc,"éditeur HTML",15,"salle de rédaction"
"éditeur Web",15,ordinateur,15,"salle de rédaction",donc,"éditeur Web",15,"salle de rédaction"
"Google Earth",15,ordinateur,15,"salle de rédaction",donc,"Google Earth",15,"salle de rédaction"
"jeu vidéo éducatif",15,ordinateur,15,"salle de rédaction",donc,"jeu vidéo éducatif",15,"salle de rédaction"
CATIA,15,ordinateur,15,"salle de rédaction",donc,CATIA,15,"salle de rédaction"
"client HTTP",15,ordinateur,15,"salle de rédaction",donc,"client HTTP",15,"salle de rédaction"
make,15,ordinateur,15,"salle de rédaction",donc,make,15,"salle de rédaction"
makefile,15,ordinateur,15,"salle de rédaction",donc,makefile,15,"salle de rédaction"
"logiciel utilitaire",15,ordinateur,15,"salle de rédaction",donc,"logiciel utilitaire",15,"salle de rédaction"
"programme utilitaire",15,ordinateur,15,"salle de rédaction",donc,"programme utilitaire",15,"salle de rédaction"
"clavier virtuel",15,ordinateur,15,"salle de rédaction",donc,"clavier virtuel",15,"salle de rédaction"
"clavier visuel",15,ordinateur,15,"salle de rédaction",donc,"clavier visuel",15,"salle de rédaction"
groupware,15,ordinateur,15,"salle de rédaction",donc,groupware,15,"salle de rédaction"
"logiciel de groupe",15,ordinateur,15,"salle de rédaction",donc,"logiciel de groupe",15,"salle de rédaction"
Corto,15,ordinateur,15,"salle de rédaction",donc,Corto,15,"salle de rédaction"
"cartographie dynamique des risques et de la criminalité",15,ordinateur,15,"salle de rédaction",donc,"cartographie dynamique des risques et de la criminalité",15,"salle de rédaction"
"outil d'aide à la décision",15,ordinateur,15,"salle de rédaction",donc,"outil d'aide à la décision",15,"salle de rédaction"
"Cisco Unified Communications Manager",15,ordinateur,15,"salle de rédaction",donc,"Cisco Unified Communications Manager",15,"salle de rédaction"
"éditeur hexadécimal",15,ordinateur,15,"salle de rédaction",donc,"éditeur hexadécimal",15,"salle de rédaction"
"environnement d'exécution",15,ordinateur,15,"salle de rédaction",donc,"environnement d'exécution",15,"salle de rédaction"
runtime,15,ordinateur,15,"salle de rédaction",donc,runtime,15,"salle de rédaction"
"Adobe Atmosphere",15,ordinateur,15,"salle de rédaction",donc,"Adobe Atmosphere",15,"salle de rédaction"
"moteur de wiki",15,ordinateur,15,"salle de rédaction",donc,"moteur de wiki",15,"salle de rédaction"
"Shane's Chess Information Database",15,ordinateur,15,"salle de rédaction",donc,"Shane's Chess Information Database",15,"salle de rédaction"
conjugueur,15,ordinateur,15,"salle de rédaction",donc,conjugueur,15,"salle de rédaction"
débogueur,15,ordinateur,15,"salle de rédaction",donc,débogueur,15,"salle de rédaction"
configurateur,15,ordinateur,15,"salle de rédaction",donc,configurateur,15,"salle de rédaction"
Singular,15,ordinateur,15,"salle de rédaction",donc,Singular,15,"salle de rédaction"
Marble,15,ordinateur,15,"salle de rédaction",donc,Marble,15,"salle de rédaction"
Puppet,15,ordinateur,15,"salle de rédaction",donc,Puppet,15,"salle de rédaction"
QuarkXPress,15,ordinateur,15,"salle de rédaction",donc,QuarkXPress,15,"salle de rédaction"
"Flight Simulator",15,ordinateur,15,"salle de rédaction",donc,"Flight Simulator",15,"salle de rédaction"
U-Boot,15,ordinateur,15,"salle de rédaction",donc,U-Boot,15,"salle de rédaction"
"Das U-Boot",15,ordinateur,15,"salle de rédaction",donc,"Das U-Boot",15,"salle de rédaction"
SourceForge,15,ordinateur,15,"salle de rédaction",donc,SourceForge,15,"salle de rédaction"
"Moment of Inspiration",15,ordinateur,15,"salle de rédaction",donc,"Moment of Inspiration",15,"salle de rédaction"
"analyseur d'espace disque",15,ordinateur,15,"salle de rédaction",donc,"analyseur d'espace disque",15,"salle de rédaction"
"analyseur d'utilisation de disque",15,ordinateur,15,"salle de rédaction",donc,"analyseur d'utilisation de disque",15,"salle de rédaction"
agent,15,ordinateur,15,"salle de rédaction",donc,agent,15,"salle de rédaction"
"agent logiciel",15,ordinateur,15,"salle de rédaction",donc,"agent logiciel",15,"salle de rédaction"
Beagle,15,ordinateur,15,"salle de rédaction",donc,Beagle,15,"salle de rédaction"
Ghost,15,ordinateur,15,"salle de rédaction",donc,Ghost,15,"salle de rédaction"
"Adobe Flash",15,ordinateur,15,"salle de rédaction",donc,"Adobe Flash",15,"salle de rédaction"
Flash,15,ordinateur,15,"salle de rédaction",donc,Flash,15,"salle de rédaction"
"Macromedia Flash",15,ordinateur,15,"salle de rédaction",donc,"Macromedia Flash",15,"salle de rédaction"
Fing,15,ordinateur,15,"salle de rédaction",donc,Fing,15,"salle de rédaction"
