term_1,relation_type,term_2,relation_type,term_2,donc,term_1,relation_type,term_2
grapheur,15,ordinateur,15,laboratoire,donc,grapheur,15,laboratoire
MRP,15,ordinateur,15,laboratoire,donc,MRP,15,laboratoire
économiseur,15,ordinateur,15,laboratoire,donc,économiseur,15,laboratoire
générateur,15,ordinateur,15,laboratoire,donc,générateur,15,laboratoire
agrégateur,15,ordinateur,15,laboratoire,donc,agrégateur,15,laboratoire
publipostage,15,ordinateur,15,laboratoire,donc,publipostage,15,laboratoire
antivirus,15,ordinateur,15,laboratoire,donc,antivirus,15,laboratoire
composeur,15,ordinateur,15,laboratoire,donc,composeur,15,laboratoire
abandogiciel,15,ordinateur,15,laboratoire,donc,abandogiciel,15,laboratoire
"agenda électronique",15,ordinateur,15,laboratoire,donc,"agenda électronique",15,laboratoire
pubiciel,15,ordinateur,15,laboratoire,donc,pubiciel,15,laboratoire
désinstalleur,15,ordinateur,15,laboratoire,donc,désinstalleur,15,laboratoire
transpiler,15,ordinateur,15,laboratoire,donc,transpiler,15,laboratoire
autorépondeur,15,ordinateur,15,laboratoire,donc,autorépondeur,15,laboratoire
careware,15,ordinateur,15,laboratoire,donc,careware,15,laboratoire
MDA,15,ordinateur,15,laboratoire,donc,MDA,15,laboratoire
utilitaire,15,ordinateur,15,laboratoire,donc,utilitaire,15,laboratoire
anagrammeur,15,ordinateur,15,laboratoire,donc,anagrammeur,15,laboratoire
reposteur,15,ordinateur,15,laboratoire,donc,reposteur,15,laboratoire
coupefeu,15,ordinateur,15,laboratoire,donc,coupefeu,15,laboratoire
démo,15,ordinateur,15,laboratoire,donc,démo,15,laboratoire
"serveur web",15,ordinateur,15,laboratoire,donc,"serveur web",15,laboratoire
annonciel,15,ordinateur,15,laboratoire,donc,annonciel,15,laboratoire
concordancier,15,ordinateur,15,laboratoire,donc,concordancier,15,laboratoire
"détecteur de virus",15,ordinateur,15,laboratoire,donc,"détecteur de virus",15,laboratoire
chiffrier,15,ordinateur,15,laboratoire,donc,chiffrier,15,laboratoire
isolateur,15,ordinateur,15,laboratoire,donc,isolateur,15,laboratoire
révision,15,ordinateur,15,laboratoire,donc,révision,15,laboratoire
"cheval de Troie",15,ordinateur,15,laboratoire,donc,"cheval de Troie",15,laboratoire
attaging,15,ordinateur,15,laboratoire,donc,attaging,15,laboratoire
dérawtiseur,15,ordinateur,15,laboratoire,donc,dérawtiseur,15,laboratoire
"filtre de traitement d'image",15,ordinateur,15,laboratoire,donc,"filtre de traitement d'image",15,laboratoire
profileur,15,ordinateur,15,laboratoire,donc,profileur,15,laboratoire
antirobot,15,ordinateur,15,laboratoire,donc,antirobot,15,laboratoire
anti-virus,15,ordinateur,15,laboratoire,donc,anti-virus,15,laboratoire
graphiste,15,ordinateur,15,laboratoire,donc,graphiste,15,laboratoire
anti-spam,15,ordinateur,15,laboratoire,donc,anti-spam,15,laboratoire
"Video Random Access Memory",15,ordinateur,15,laboratoire,donc,"Video Random Access Memory",15,laboratoire
VRAM,15,ordinateur,15,laboratoire,donc,VRAM,15,laboratoire
"Logiciel portable",15,ordinateur,15,laboratoire,donc,"Logiciel portable",15,laboratoire
teamspeak,15,ordinateur,15,laboratoire,donc,teamspeak,15,laboratoire
microgiciel,15,ordinateur,15,laboratoire,donc,microgiciel,15,laboratoire
"serveur Web",15,ordinateur,15,laboratoire,donc,"serveur Web",15,laboratoire
anti-bot,15,ordinateur,15,laboratoire,donc,anti-bot,15,laboratoire
packer,15,ordinateur,15,laboratoire,donc,packer,15,laboratoire
empaqueteur,15,ordinateur,15,laboratoire,donc,empaqueteur,15,laboratoire
processus,15,ordinateur,15,laboratoire,donc,processus,15,laboratoire
puce,15,ordinateur,15,laboratoire,donc,puce,15,laboratoire
pilote,15,ordinateur,15,laboratoire,donc,pilote,15,laboratoire
bouton,15,ordinateur,15,laboratoire,donc,bouton,15,laboratoire
client,15,ordinateur,15,laboratoire,donc,client,15,laboratoire
bot,15,ordinateur,15,laboratoire,donc,bot,15,laboratoire
"logiciel de dessin",15,ordinateur,15,laboratoire,donc,"logiciel de dessin",15,laboratoire
serveur,15,ordinateur,15,laboratoire,donc,serveur,15,laboratoire
chat,15,ordinateur,15,laboratoire,donc,chat,15,laboratoire
correcteur,15,ordinateur,15,laboratoire,donc,correcteur,15,laboratoire
"logiciel de retouche d'image",15,ordinateur,15,laboratoire,donc,"logiciel de retouche d'image",15,laboratoire
"serveur de messagerie électronique",15,ordinateur,15,laboratoire,donc,"serveur de messagerie électronique",15,laboratoire
"lecteur de nouvelles",15,ordinateur,15,laboratoire,donc,"lecteur de nouvelles",15,laboratoire
visionneuse,15,ordinateur,15,laboratoire,donc,visionneuse,15,laboratoire
viewer,15,ordinateur,15,laboratoire,donc,viewer,15,laboratoire
ICQ,15,ordinateur,15,laboratoire,donc,ICQ,15,laboratoire
"éditeur HTML",15,ordinateur,15,laboratoire,donc,"éditeur HTML",15,laboratoire
"éditeur Web",15,ordinateur,15,laboratoire,donc,"éditeur Web",15,laboratoire
"Google Earth",15,ordinateur,15,laboratoire,donc,"Google Earth",15,laboratoire
"jeu vidéo éducatif",15,ordinateur,15,laboratoire,donc,"jeu vidéo éducatif",15,laboratoire
CATIA,15,ordinateur,15,laboratoire,donc,CATIA,15,laboratoire
"client HTTP",15,ordinateur,15,laboratoire,donc,"client HTTP",15,laboratoire
make,15,ordinateur,15,laboratoire,donc,make,15,laboratoire
makefile,15,ordinateur,15,laboratoire,donc,makefile,15,laboratoire
"logiciel utilitaire",15,ordinateur,15,laboratoire,donc,"logiciel utilitaire",15,laboratoire
"programme utilitaire",15,ordinateur,15,laboratoire,donc,"programme utilitaire",15,laboratoire
"clavier virtuel",15,ordinateur,15,laboratoire,donc,"clavier virtuel",15,laboratoire
"clavier visuel",15,ordinateur,15,laboratoire,donc,"clavier visuel",15,laboratoire
groupware,15,ordinateur,15,laboratoire,donc,groupware,15,laboratoire
"logiciel de groupe",15,ordinateur,15,laboratoire,donc,"logiciel de groupe",15,laboratoire
Corto,15,ordinateur,15,laboratoire,donc,Corto,15,laboratoire
"cartographie dynamique des risques et de la criminalité",15,ordinateur,15,laboratoire,donc,"cartographie dynamique des risques et de la criminalité",15,laboratoire
"outil d'aide à la décision",15,ordinateur,15,laboratoire,donc,"outil d'aide à la décision",15,laboratoire
"Cisco Unified Communications Manager",15,ordinateur,15,laboratoire,donc,"Cisco Unified Communications Manager",15,laboratoire
"éditeur hexadécimal",15,ordinateur,15,laboratoire,donc,"éditeur hexadécimal",15,laboratoire
"environnement d'exécution",15,ordinateur,15,laboratoire,donc,"environnement d'exécution",15,laboratoire
runtime,15,ordinateur,15,laboratoire,donc,runtime,15,laboratoire
"Adobe Atmosphere",15,ordinateur,15,laboratoire,donc,"Adobe Atmosphere",15,laboratoire
"moteur de wiki",15,ordinateur,15,laboratoire,donc,"moteur de wiki",15,laboratoire
"Shane's Chess Information Database",15,ordinateur,15,laboratoire,donc,"Shane's Chess Information Database",15,laboratoire
conjugueur,15,ordinateur,15,laboratoire,donc,conjugueur,15,laboratoire
débogueur,15,ordinateur,15,laboratoire,donc,débogueur,15,laboratoire
configurateur,15,ordinateur,15,laboratoire,donc,configurateur,15,laboratoire
Singular,15,ordinateur,15,laboratoire,donc,Singular,15,laboratoire
Marble,15,ordinateur,15,laboratoire,donc,Marble,15,laboratoire
Puppet,15,ordinateur,15,laboratoire,donc,Puppet,15,laboratoire
QuarkXPress,15,ordinateur,15,laboratoire,donc,QuarkXPress,15,laboratoire
"Flight Simulator",15,ordinateur,15,laboratoire,donc,"Flight Simulator",15,laboratoire
U-Boot,15,ordinateur,15,laboratoire,donc,U-Boot,15,laboratoire
"Das U-Boot",15,ordinateur,15,laboratoire,donc,"Das U-Boot",15,laboratoire
SourceForge,15,ordinateur,15,laboratoire,donc,SourceForge,15,laboratoire
"Moment of Inspiration",15,ordinateur,15,laboratoire,donc,"Moment of Inspiration",15,laboratoire
"analyseur d'espace disque",15,ordinateur,15,laboratoire,donc,"analyseur d'espace disque",15,laboratoire
"analyseur d'utilisation de disque",15,ordinateur,15,laboratoire,donc,"analyseur d'utilisation de disque",15,laboratoire
agent,15,ordinateur,15,laboratoire,donc,agent,15,laboratoire
"agent logiciel",15,ordinateur,15,laboratoire,donc,"agent logiciel",15,laboratoire
Beagle,15,ordinateur,15,laboratoire,donc,Beagle,15,laboratoire
Ghost,15,ordinateur,15,laboratoire,donc,Ghost,15,laboratoire
"Adobe Flash",15,ordinateur,15,laboratoire,donc,"Adobe Flash",15,laboratoire
Flash,15,ordinateur,15,laboratoire,donc,Flash,15,laboratoire
"Macromedia Flash",15,ordinateur,15,laboratoire,donc,"Macromedia Flash",15,laboratoire
Fing,15,ordinateur,15,laboratoire,donc,Fing,15,laboratoire
Chandler,15,ordinateur,15,laboratoire,donc,Chandler,15,laboratoire
Kat,15,ordinateur,15,laboratoire,donc,Kat,15,laboratoire
"Nokia Sensor",15,ordinateur,15,laboratoire,donc,"Nokia Sensor",15,laboratoire
"simulateur électronique",15,ordinateur,15,laboratoire,donc,"simulateur électronique",15,laboratoire
Numbers,15,ordinateur,15,laboratoire,donc,Numbers,15,laboratoire
"moteur d'inférence",15,ordinateur,15,laboratoire,donc,"moteur d'inférence",15,laboratoire
"assistant personnel intelligent",15,ordinateur,15,laboratoire,donc,"assistant personnel intelligent",15,laboratoire
"Show and Tell",15,ordinateur,15,laboratoire,donc,"Show and Tell",15,laboratoire
applet,15,ordinateur,15,laboratoire,donc,applet,15,laboratoire
middleware,15,ordinateur,15,laboratoire,donc,middleware,15,laboratoire
"logiciel spécifique",15,ordinateur,15,laboratoire,donc,"logiciel spécifique",15,laboratoire
Orange,15,ordinateur,15,laboratoire,donc,Orange,15,laboratoire
"logiciel multiplate-forme",15,ordinateur,15,laboratoire,donc,"logiciel multiplate-forme",15,laboratoire
pokerbot,15,ordinateur,15,laboratoire,donc,pokerbot,15,laboratoire
"Abi prism collection",15,ordinateur,15,laboratoire,donc,"Abi prism collection",15,laboratoire
multiplateforme,15,ordinateur,15,laboratoire,donc,multiplateforme,15,laboratoire
"éditeur de niveau",15,ordinateur,15,laboratoire,donc,"éditeur de niveau",15,laboratoire
Antidote,15,ordinateur,15,laboratoire,donc,Antidote,15,laboratoire
"logiciel de compression de données",15,ordinateur,15,laboratoire,donc,"logiciel de compression de données",15,laboratoire
"Google Refine",15,ordinateur,15,laboratoire,donc,"Google Refine",15,laboratoire
ccache,15,ordinateur,15,laboratoire,donc,ccache,15,laboratoire
Grub,15,ordinateur,15,laboratoire,donc,Grub,15,laboratoire
OpenRefine,15,ordinateur,15,laboratoire,donc,OpenRefine,15,laboratoire
Gnote,15,ordinateur,15,laboratoire,donc,Gnote,15,laboratoire
Chef,15,ordinateur,15,laboratoire,donc,Chef,15,laboratoire
GAP,15,ordinateur,15,laboratoire,donc,GAP,15,laboratoire
dcraw,15,ordinateur,15,laboratoire,donc,dcraw,15,laboratoire
"Graphical Network Simulator",15,ordinateur,15,laboratoire,donc,"Graphical Network Simulator",15,laboratoire
OpenCimetière,15,ordinateur,15,laboratoire,donc,OpenCimetière,15,laboratoire
dconf,15,ordinateur,15,laboratoire,donc,dconf,15,laboratoire
"constructeur d'interface graphique",15,ordinateur,15,laboratoire,donc,"constructeur d'interface graphique",15,laboratoire
"moteur de blog",15,ordinateur,15,laboratoire,donc,"moteur de blog",15,laboratoire
"navigateur vocal",15,ordinateur,15,laboratoire,donc,"navigateur vocal",15,laboratoire
myNotes,15,ordinateur,15,laboratoire,donc,myNotes,15,laboratoire
"Outlook Web App",15,ordinateur,15,laboratoire,donc,"Outlook Web App",15,laboratoire
Ikarus,15,ordinateur,15,laboratoire,donc,Ikarus,15,laboratoire
méta-annuaire,15,ordinateur,15,laboratoire,donc,méta-annuaire,15,laboratoire
"FlexNet Publisher",15,ordinateur,15,laboratoire,donc,"FlexNet Publisher",15,laboratoire
"moteur de production",15,ordinateur,15,laboratoire,donc,"moteur de production",15,laboratoire
"Microsoft Mappoint",15,ordinateur,15,laboratoire,donc,"Microsoft Mappoint",15,laboratoire
AudioMulch,15,ordinateur,15,laboratoire,donc,AudioMulch,15,laboratoire
"Carbon Copy Cloner",15,ordinateur,15,laboratoire,donc,"Carbon Copy Cloner",15,laboratoire
"EMC Legato Networker",15,ordinateur,15,laboratoire,donc,"EMC Legato Networker",15,laboratoire
"Fayu Zhushou",15,ordinateur,15,laboratoire,donc,"Fayu Zhushou",15,laboratoire
"Magic eDeveloper",15,ordinateur,15,laboratoire,donc,"Magic eDeveloper",15,laboratoire
"The All-Seeing Eye",15,ordinateur,15,laboratoire,donc,"The All-Seeing Eye",15,laboratoire
"Adventure Game Studio",15,ordinateur,15,laboratoire,donc,"Adventure Game Studio",15,laboratoire
AppleShare,15,ordinateur,15,laboratoire,donc,AppleShare,15,laboratoire
"Paint Shop Pro",15,ordinateur,15,laboratoire,donc,"Paint Shop Pro",15,laboratoire
LHA,15,ordinateur,15,laboratoire,donc,LHA,15,laboratoire
"logiciel de présentation",15,ordinateur,15,laboratoire,donc,"logiciel de présentation",15,laboratoire
"Microsoft Office Picture Manager",15,ordinateur,15,laboratoire,donc,"Microsoft Office Picture Manager",15,laboratoire
FrameMaker,15,ordinateur,15,laboratoire,donc,FrameMaker,15,laboratoire
"Blu-ray ripper",15,ordinateur,15,laboratoire,donc,"Blu-ray ripper",15,laboratoire
EasyBCD,15,ordinateur,15,laboratoire,donc,EasyBCD,15,laboratoire
"Google Web Server",15,ordinateur,15,laboratoire,donc,"Google Web Server",15,laboratoire
"logiciel de gestion de cabinet médical",15,ordinateur,15,laboratoire,donc,"logiciel de gestion de cabinet médical",15,laboratoire
Fuzzball,15,ordinateur,15,laboratoire,donc,Fuzzball,15,laboratoire
"logiciel de chromatographie",15,ordinateur,15,laboratoire,donc,"logiciel de chromatographie",15,laboratoire
PSN,15,ordinateur,15,laboratoire,donc,PSN,15,laboratoire
"Rational Rose",15,ordinateur,15,laboratoire,donc,"Rational Rose",15,laboratoire
"Board Support Package",15,ordinateur,15,laboratoire,donc,"Board Support Package",15,laboratoire
"Backup Exec",15,ordinateur,15,laboratoire,donc,"Backup Exec",15,laboratoire
"globe virtuel",15,ordinateur,15,laboratoire,donc,"globe virtuel",15,laboratoire
Glyphs.app,15,ordinateur,15,laboratoire,donc,Glyphs.app,15,laboratoire
"Gene-scan Analysis",15,ordinateur,15,laboratoire,donc,"Gene-scan Analysis",15,laboratoire
"Exact Audio Copy",15,ordinateur,15,laboratoire,donc,"Exact Audio Copy",15,laboratoire
"éditeur d'image vectorielle",15,ordinateur,15,laboratoire,donc,"éditeur d'image vectorielle",15,laboratoire
"logiciel de suivi de problèmes",15,ordinateur,15,laboratoire,donc,"logiciel de suivi de problèmes",15,laboratoire
"logiciel de gestion bibliographique",15,ordinateur,15,laboratoire,donc,"logiciel de gestion bibliographique",15,laboratoire
"logiciel d'animation",15,ordinateur,15,laboratoire,donc,"logiciel d'animation",15,laboratoire
"MacinTalk Pro spoken text",15,ordinateur,15,laboratoire,donc,"MacinTalk Pro spoken text",15,laboratoire
"Outlook Web Access",15,ordinateur,15,laboratoire,donc,"Outlook Web Access",15,laboratoire
GWS,15,ordinateur,15,laboratoire,donc,GWS,15,laboratoire
Cardfile,15,ordinateur,15,laboratoire,donc,Cardfile,15,laboratoire
Malcom,15,ordinateur,15,laboratoire,donc,Malcom,15,laboratoire
"gestionnaire de fenêtres",15,ordinateur,15,laboratoire,donc,"gestionnaire de fenêtres",15,laboratoire
"SiSoftware Sandra",15,ordinateur,15,laboratoire,donc,"SiSoftware Sandra",15,laboratoire
"Sequencing analysis",15,ordinateur,15,laboratoire,donc,"Sequencing analysis",15,laboratoire
"Skype Entreprise",15,ordinateur,15,laboratoire,donc,"Skype Entreprise",15,laboratoire
"Skype for Business",15,ordinateur,15,laboratoire,donc,"Skype for Business",15,laboratoire
Sistema,15,ordinateur,15,laboratoire,donc,Sistema,15,laboratoire
"simulateur logique",15,ordinateur,15,laboratoire,donc,"simulateur logique",15,laboratoire
"Stut One",15,ordinateur,15,laboratoire,donc,"Stut One",15,laboratoire
Studio-Scrap,15,ordinateur,15,laboratoire,donc,Studio-Scrap,15,laboratoire
"Tivoli Monitoring",15,ordinateur,15,laboratoire,donc,"Tivoli Monitoring",15,laboratoire
"système de planification de traitement",15,ordinateur,15,laboratoire,donc,"système de planification de traitement",15,laboratoire
"Zeus Web Server",15,ordinateur,15,laboratoire,donc,"Zeus Web Server",15,laboratoire
x2vnc,15,ordinateur,15,laboratoire,donc,x2vnc,15,laboratoire
"Wintermute Engine",15,ordinateur,15,laboratoire,donc,"Wintermute Engine",15,laboratoire
"Webseed Studio",15,ordinateur,15,laboratoire,donc,"Webseed Studio",15,laboratoire
Virtools,15,ordinateur,15,laboratoire,donc,Virtools,15,laboratoire
"GNU social",15,ordinateur,15,laboratoire,donc,"GNU social",15,laboratoire
amber.js,15,ordinateur,15,laboratoire,donc,amber.js,15,laboratoire
ember.js,15,ordinateur,15,laboratoire,donc,ember.js,15,laboratoire
UniConverter,15,ordinateur,15,laboratoire,donc,UniConverter,15,laboratoire
"STAR Transit",15,ordinateur,15,laboratoire,donc,"STAR Transit",15,laboratoire
"Theater Manager System",15,ordinateur,15,laboratoire,donc,"Theater Manager System",15,laboratoire
Gerris,15,ordinateur,15,laboratoire,donc,Gerris,15,laboratoire
Babylon,15,ordinateur,15,laboratoire,donc,Babylon,15,laboratoire
GOCR,15,ordinateur,15,laboratoire,donc,GOCR,15,laboratoire
"logiciel de généalogie",15,ordinateur,15,laboratoire,donc,"logiciel de généalogie",15,laboratoire
FreeSurfer,15,ordinateur,15,laboratoire,donc,FreeSurfer,15,laboratoire
"assistant de preuve",15,ordinateur,15,laboratoire,donc,"assistant de preuve",15,laboratoire
Mumble,15,ordinateur,15,laboratoire,donc,Mumble,15,laboratoire
WinStars,15,ordinateur,15,laboratoire,donc,WinStars,15,laboratoire
"GNU Go",15,ordinateur,15,laboratoire,donc,"GNU Go",15,laboratoire
Twinkle,15,ordinateur,15,laboratoire,donc,Twinkle,15,laboratoire
Eraser,15,ordinateur,15,laboratoire,donc,Eraser,15,laboratoire
"Darik's Boot and Nuke",15,ordinateur,15,laboratoire,donc,"Darik's Boot and Nuke",15,laboratoire
TestDisk,15,ordinateur,15,laboratoire,donc,TestDisk,15,laboratoire
"Google Goggles",15,ordinateur,15,laboratoire,donc,"Google Goggles",15,laboratoire
BRL-CAD,15,ordinateur,15,laboratoire,donc,BRL-CAD,15,laboratoire
POV-Ray,15,ordinateur,15,laboratoire,donc,POV-Ray,15,laboratoire
Blender,15,ordinateur,15,laboratoire,donc,Blender,15,laboratoire
"Wings 3D",15,ordinateur,15,laboratoire,donc,"Wings 3D",15,laboratoire
Ray,15,ordinateur,15,laboratoire,donc,Ray,15,laboratoire
"Misfit Model 3D",15,ordinateur,15,laboratoire,donc,"Misfit Model 3D",15,laboratoire
"Sweet Home 3D",15,ordinateur,15,laboratoire,donc,"Sweet Home 3D",15,laboratoire
"modeleur 3D",15,ordinateur,15,laboratoire,donc,"modeleur 3D",15,laboratoire
"Maxwell Render",15,ordinateur,15,laboratoire,donc,"Maxwell Render",15,laboratoire
"Integrated Design Engineering and Analysis Software",15,ordinateur,15,laboratoire,donc,"Integrated Design Engineering and Analysis Software",15,laboratoire
"Rhinoceros 3D",15,ordinateur,15,laboratoire,donc,"Rhinoceros 3D",15,laboratoire
3DMark,15,ordinateur,15,laboratoire,donc,3DMark,15,laboratoire
"lecteur d'écran",15,ordinateur,15,laboratoire,donc,"lecteur d'écran",15,laboratoire
"Kisekae Set System",15,ordinateur,15,laboratoire,donc,"Kisekae Set System",15,laboratoire
Maya,15,ordinateur,15,laboratoire,donc,Maya,15,laboratoire
"CINEMA 4D",15,ordinateur,15,laboratoire,donc,"CINEMA 4D",15,laboratoire
"Brazil r/s",15,ordinateur,15,laboratoire,donc,"Brazil r/s",15,laboratoire
"PTC Creo",15,ordinateur,15,laboratoire,donc,"PTC Creo",15,laboratoire
Bryce,15,ordinateur,15,laboratoire,donc,Bryce,15,laboratoire
"logiciel de modélisation tridimensionnelle",15,ordinateur,15,laboratoire,donc,"logiciel de modélisation tridimensionnelle",15,laboratoire
I-deas,15,ordinateur,15,laboratoire,donc,I-deas,15,laboratoire
"logiciel de messagerie",15,ordinateur,15,laboratoire,donc,"logiciel de messagerie",15,laboratoire
giciel,15,ordinateur,15,laboratoire,donc,giciel,15,laboratoire
vaporware,15,ordinateur,15,laboratoire,donc,vaporware,15,laboratoire
pro,15,ordinateur,15,laboratoire,donc,pro,15,laboratoire
multiplate-forme,15,ordinateur,15,laboratoire,donc,multiplate-forme,15,laboratoire
multi-plateforme,15,ordinateur,15,laboratoire,donc,multi-plateforme,15,laboratoire
"Adobe InDesign",15,ordinateur,15,laboratoire,donc,"Adobe InDesign",15,laboratoire
harceliciel,15,ordinateur,15,laboratoire,donc,harceliciel,15,laboratoire
agaciel,15,ordinateur,15,laboratoire,donc,agaciel,15,laboratoire
"environnement de bureau",15,ordinateur,15,laboratoire,donc,"environnement de bureau",15,laboratoire
adware,15,ordinateur,15,laboratoire,donc,adware,15,laboratoire
"puces mémoires",15,ordinateur,15,laboratoire,donc,"puces mémoires",15,laboratoire
"puce mémoire",15,ordinateur,15,laboratoire,donc,"puce mémoire",15,laboratoire
"données personnelles",15,ordinateur,15,laboratoire,donc,"données personnelles",15,laboratoire
"Microsoft Paint",15,ordinateur,15,laboratoire,donc,"Microsoft Paint",15,laboratoire
Paint,15,ordinateur,15,laboratoire,donc,Paint,15,laboratoire
Terminal,15,ordinateur,15,laboratoire,donc,Terminal,15,laboratoire
=make=,15,ordinateur,15,laboratoire,donc,=make=,15,laboratoire
=clone=,15,ordinateur,15,laboratoire,donc,=clone=,15,laboratoire
"Pivot Stickfigure Animator",15,ordinateur,15,laboratoire,donc,"Pivot Stickfigure Animator",15,laboratoire
"système de calcul formel",15,ordinateur,15,laboratoire,donc,"système de calcul formel",15,laboratoire
Pivot,15,ordinateur,15,laboratoire,donc,Pivot,15,laboratoire
"Microsoft Reader",15,ordinateur,15,laboratoire,donc,"Microsoft Reader",15,laboratoire
appliquette,15,ordinateur,15,laboratoire,donc,appliquette,15,laboratoire
SPSS,15,ordinateur,15,laboratoire,donc,SPSS,15,laboratoire
PASW,15,ordinateur,15,laboratoire,donc,PASW,15,laboratoire
Music,15,ordinateur,15,laboratoire,donc,Music,15,laboratoire
Plymouth,15,ordinateur,15,laboratoire,donc,Plymouth,15,laboratoire
Hugin,15,ordinateur,15,laboratoire,donc,Hugin,15,laboratoire
Seashore,15,ordinateur,15,laboratoire,donc,Seashore,15,laboratoire
"Microsoft Bob",15,ordinateur,15,laboratoire,donc,"Microsoft Bob",15,laboratoire
"Photo Booth",15,ordinateur,15,laboratoire,donc,"Photo Booth",15,laboratoire
browser,15,ordinateur,15,laboratoire,donc,browser,15,laboratoire
"logiciel caritatif",15,ordinateur,15,laboratoire,donc,"logiciel caritatif",15,laboratoire
tar,15,ordinateur,15,laboratoire,donc,tar,15,laboratoire
"client lourd",15,ordinateur,15,laboratoire,donc,"client lourd",15,laboratoire
"Ares Galaxy",15,ordinateur,15,laboratoire,donc,"Ares Galaxy",15,laboratoire
indent,15,ordinateur,15,laboratoire,donc,indent,15,laboratoire
Mailman,15,ordinateur,15,laboratoire,donc,Mailman,15,laboratoire
"Barry Warsaw",15,ordinateur,15,laboratoire,donc,"Barry Warsaw",15,laboratoire
mouchard,15,ordinateur,15,laboratoire,donc,mouchard,15,laboratoire
Pencil,15,ordinateur,15,laboratoire,donc,Pencil,15,laboratoire
"Evolution Solutions",15,ordinateur,15,laboratoire,donc,"Evolution Solutions",15,laboratoire
"Filesystem in UserSpacE",15,ordinateur,15,laboratoire,donc,"Filesystem in UserSpacE",15,laboratoire
FUSE,15,ordinateur,15,laboratoire,donc,FUSE,15,laboratoire
gzip,15,ordinateur,15,laboratoire,donc,gzip,15,laboratoire
zip,15,ordinateur,15,laboratoire,donc,zip,15,laboratoire
Scrivener,15,ordinateur,15,laboratoire,donc,Scrivener,15,laboratoire
"learning management system",15,ordinateur,15,laboratoire,donc,"learning management system",15,laboratoire
LMS,15,ordinateur,15,laboratoire,donc,LMS,15,laboratoire
"learning support system",15,ordinateur,15,laboratoire,donc,"learning support system",15,laboratoire
LSS,15,ordinateur,15,laboratoire,donc,LSS,15,laboratoire
"interpréteur de commandes",15,ordinateur,15,laboratoire,donc,"interpréteur de commandes",15,laboratoire
"command-line interpreter",15,ordinateur,15,laboratoire,donc,"command-line interpreter",15,laboratoire
Cinderella,15,ordinateur,15,laboratoire,donc,Cinderella,15,laboratoire
Vagrant,15,ordinateur,15,laboratoire,donc,Vagrant,15,laboratoire
"Game Maker",15,ordinateur,15,laboratoire,donc,"Game Maker",15,laboratoire
Lexicloud,15,ordinateur,15,laboratoire,donc,Lexicloud,15,laboratoire
Ren'Py,15,ordinateur,15,laboratoire,donc,Ren'Py,15,laboratoire
"logiciel métier",15,ordinateur,15,laboratoire,donc,"logiciel métier",15,laboratoire
"FL Studio",15,ordinateur,15,laboratoire,donc,"FL Studio",15,laboratoire
FruityLoops,15,ordinateur,15,laboratoire,donc,FruityLoops,15,laboratoire
Anki,15,ordinateur,15,laboratoire,donc,Anki,15,laboratoire
Grip,15,ordinateur,15,laboratoire,donc,Grip,15,laboratoire
SharePoint,15,ordinateur,15,laboratoire,donc,SharePoint,15,laboratoire
Deluge,15,ordinateur,15,laboratoire,donc,Deluge,15,laboratoire
"World Wind",15,ordinateur,15,laboratoire,donc,"World Wind",15,laboratoire
"HERE WeGo",15,ordinateur,15,laboratoire,donc,"HERE WeGo",15,laboratoire
WinRK,15,ordinateur,15,laboratoire,donc,WinRK,15,laboratoire
"robot d'indexation",15,ordinateur,15,laboratoire,donc,"robot d'indexation",15,laboratoire
"web crawler",15,ordinateur,15,laboratoire,donc,"web crawler",15,laboratoire
"web spider",15,ordinateur,15,laboratoire,donc,"web spider",15,laboratoire
"Place Mii StreetPass",15,ordinateur,15,laboratoire,donc,"Place Mii StreetPass",15,laboratoire
"HTML Tidy",15,ordinateur,15,laboratoire,donc,"HTML Tidy",15,laboratoire
Tidy,15,ordinateur,15,laboratoire,donc,Tidy,15,laboratoire
"chargeur d'amorçage",15,ordinateur,15,laboratoire,donc,"chargeur d'amorçage",15,laboratoire
bootloader,15,ordinateur,15,laboratoire,donc,bootloader,15,laboratoire
Kdegames,15,ordinateur,15,laboratoire,donc,Kdegames,15,laboratoire
"aspirateur de site Web",15,ordinateur,15,laboratoire,donc,"aspirateur de site Web",15,laboratoire
"Google Authenticator",15,ordinateur,15,laboratoire,donc,"Google Authenticator",15,laboratoire
décorateur,15,ordinateur,15,laboratoire,donc,décorateur,15,laboratoire
softphone,15,ordinateur,15,laboratoire,donc,softphone,15,laboratoire
"Microsoft Office Visio",15,ordinateur,15,laboratoire,donc,"Microsoft Office Visio",15,laboratoire
"Microsoft Visio",15,ordinateur,15,laboratoire,donc,"Microsoft Visio",15,laboratoire
"suite éducative de KDE",15,ordinateur,15,laboratoire,donc,"suite éducative de KDE",15,laboratoire
Sonnet,15,ordinateur,15,laboratoire,donc,Sonnet,15,laboratoire
Kross,15,ordinateur,15,laboratoire,donc,Kross,15,laboratoire
Frescobaldi,15,ordinateur,15,laboratoire,donc,Frescobaldi,15,laboratoire
"serveur HTTP",15,ordinateur,15,laboratoire,donc,"serveur HTTP",15,laboratoire
"daemon HTTP",15,ordinateur,15,laboratoire,donc,"daemon HTTP",15,laboratoire
"Final Cut Pro",15,ordinateur,15,laboratoire,donc,"Final Cut Pro",15,laboratoire
"mass mailer",15,ordinateur,15,laboratoire,donc,"mass mailer",15,laboratoire
