term_1,relation_type,term_2,relation_type,term_2,donc,term_1,relation_type,term_2
refuser,42,maladie,42,"organisme unicellulaire",donc,refuser,42,"organisme unicellulaire"
"blessure grave",42,maladie,42,"organisme unicellulaire",donc,"blessure grave",42,"organisme unicellulaire"
parano,42,maladie,42,"organisme unicellulaire",donc,parano,42,"organisme unicellulaire"
"manquer d'eau",42,maladie,42,"organisme unicellulaire",donc,"manquer d'eau",42,"organisme unicellulaire"
"n'avoir que la peau et les os",42,maladie,42,"organisme unicellulaire",donc,"n'avoir que la peau et les os",42,"organisme unicellulaire"
Chirurgie,42,maladie,42,"organisme unicellulaire",donc,Chirurgie,42,"organisme unicellulaire"
Médecine,42,maladie,42,"organisme unicellulaire",donc,Médecine,42,"organisme unicellulaire"
"avoir des frissons",42,maladie,42,"organisme unicellulaire",donc,"avoir des frissons",42,"organisme unicellulaire"
"avoir soif",42,maladie,42,"organisme unicellulaire",donc,"avoir soif",42,"organisme unicellulaire"
"rester au pieu",42,maladie,42,"organisme unicellulaire",donc,"rester au pieu",42,"organisme unicellulaire"
diagnostic,42,maladie,42,"organisme unicellulaire",donc,diagnostic,42,"organisme unicellulaire"
plaie,42,maladie,42,"organisme unicellulaire",donc,plaie,42,"organisme unicellulaire"
"se faire opérer",42,maladie,42,"organisme unicellulaire",donc,"se faire opérer",42,"organisme unicellulaire"
douleurs,42,maladie,42,"organisme unicellulaire",donc,douleurs,42,"organisme unicellulaire"
anémie,42,maladie,42,"organisme unicellulaire",donc,anémie,42,"organisme unicellulaire"
intervention,42,maladie,42,"organisme unicellulaire",donc,intervention,42,"organisme unicellulaire"
soins,42,maladie,42,"organisme unicellulaire",donc,soins,42,"organisme unicellulaire"
examen,42,maladie,42,"organisme unicellulaire",donc,examen,42,"organisme unicellulaire"
dépression,42,maladie,42,"organisme unicellulaire",donc,dépression,42,"organisme unicellulaire"
"se reposer",42,maladie,42,"organisme unicellulaire",donc,"se reposer",42,"organisme unicellulaire"
"arrêt de travail",42,maladie,42,"organisme unicellulaire",donc,"arrêt de travail",42,"organisme unicellulaire"
traitement,42,maladie,42,"organisme unicellulaire",donc,traitement,42,"organisme unicellulaire"
décès,42,maladie,42,"organisme unicellulaire",donc,décès,42,"organisme unicellulaire"
éruption,42,maladie,42,"organisme unicellulaire",donc,éruption,42,"organisme unicellulaire"
consultation,42,maladie,42,"organisme unicellulaire",donc,consultation,42,"organisme unicellulaire"
"avoir mal",42,maladie,42,"organisme unicellulaire",donc,"avoir mal",42,"organisme unicellulaire"
propagation,42,maladie,42,"organisme unicellulaire",donc,propagation,42,"organisme unicellulaire"
hôpital,42,maladie,42,"organisme unicellulaire",donc,hôpital,42,"organisme unicellulaire"
consulter,42,maladie,42,"organisme unicellulaire",donc,consulter,42,"organisme unicellulaire"
guérir,42,maladie,42,"organisme unicellulaire",donc,guérir,42,"organisme unicellulaire"
opérer,42,maladie,42,"organisme unicellulaire",donc,opérer,42,"organisme unicellulaire"
opération,42,maladie,42,"organisme unicellulaire",donc,opération,42,"organisme unicellulaire"
"se soigner",42,maladie,42,"organisme unicellulaire",donc,"se soigner",42,"organisme unicellulaire"
"arrêt maladie",42,maladie,42,"organisme unicellulaire",donc,"arrêt maladie",42,"organisme unicellulaire"
handicap,42,maladie,42,"organisme unicellulaire",donc,handicap,42,"organisme unicellulaire"
malade,42,maladie,42,"organisme unicellulaire",donc,malade,42,"organisme unicellulaire"
boutons,42,maladie,42,"organisme unicellulaire",donc,boutons,42,"organisme unicellulaire"
soin,42,maladie,42,"organisme unicellulaire",donc,soin,42,"organisme unicellulaire"
convalescence,42,maladie,42,"organisme unicellulaire",donc,convalescence,42,"organisme unicellulaire"
souffrance,42,maladie,42,"organisme unicellulaire",donc,souffrance,42,"organisme unicellulaire"
souffrir,42,maladie,42,"organisme unicellulaire",donc,souffrir,42,"organisme unicellulaire"
guérison,42,maladie,42,"organisme unicellulaire",donc,guérison,42,"organisme unicellulaire"
hospitalisation,42,maladie,42,"organisme unicellulaire",donc,hospitalisation,42,"organisme unicellulaire"
fièvre,42,maladie,42,"organisme unicellulaire",donc,fièvre,42,"organisme unicellulaire"
"congé maladie",42,maladie,42,"organisme unicellulaire",donc,"congé maladie",42,"organisme unicellulaire"
diagnostique,42,maladie,42,"organisme unicellulaire",donc,diagnostique,42,"organisme unicellulaire"
hosto,42,maladie,42,"organisme unicellulaire",donc,hosto,42,"organisme unicellulaire"
"quitter le domicile conjugal",42,maladie,42,"organisme unicellulaire",donc,"quitter le domicile conjugal",42,"organisme unicellulaire"
"être mort de fatigue",42,maladie,42,"organisme unicellulaire",donc,"être mort de fatigue",42,"organisme unicellulaire"
"se gratter",42,maladie,42,"organisme unicellulaire",donc,"se gratter",42,"organisme unicellulaire"
cadeau,42,maladie,42,"organisme unicellulaire",donc,cadeau,42,"organisme unicellulaire"
migraine,42,maladie,42,"organisme unicellulaire",donc,migraine,42,"organisme unicellulaire"
"être dans le noir",42,maladie,42,"organisme unicellulaire",donc,"être dans le noir",42,"organisme unicellulaire"
angoisse,42,maladie,42,"organisme unicellulaire",donc,angoisse,42,"organisme unicellulaire"
arrêt,42,maladie,42,"organisme unicellulaire",donc,arrêt,42,"organisme unicellulaire"
"Mathieu Lafourcade",42,maladie,42,"organisme unicellulaire",donc,"Mathieu Lafourcade",42,"organisme unicellulaire"
maigrir,42,maladie,42,"organisme unicellulaire",donc,maigrir,42,"organisme unicellulaire"
"avoir des nausées",42,maladie,42,"organisme unicellulaire",donc,"avoir des nausées",42,"organisme unicellulaire"
AT,42,maladie,42,"organisme unicellulaire",donc,AT,42,"organisme unicellulaire"
"anti-inflammatoire non-stéroïdien",42,maladie,42,"organisme unicellulaire",donc,"anti-inflammatoire non-stéroïdien",42,"organisme unicellulaire"
anhémie,42,maladie,42,"organisme unicellulaire",donc,anhémie,42,"organisme unicellulaire"
"avoir la gueule dans le cul",42,maladie,42,"organisme unicellulaire",donc,"avoir la gueule dans le cul",42,"organisme unicellulaire"
"colique néphrétique",42,maladie,42,"organisme unicellulaire",donc,"colique néphrétique",42,"organisme unicellulaire"
paralysie,42,maladie,42,"organisme unicellulaire",donc,paralysie,42,"organisme unicellulaire"
prostration,42,maladie,42,"organisme unicellulaire",donc,prostration,42,"organisme unicellulaire"
convulsion,42,maladie,42,"organisme unicellulaire",donc,convulsion,42,"organisme unicellulaire"
"ne pas pouvoir dormir",42,maladie,42,"organisme unicellulaire",donc,"ne pas pouvoir dormir",42,"organisme unicellulaire"
anæmie,42,maladie,42,"organisme unicellulaire",donc,anæmie,42,"organisme unicellulaire"
hospital,42,maladie,42,"organisme unicellulaire",donc,hospital,42,"organisme unicellulaire"
ordonnance,42,maladie,42,"organisme unicellulaire",donc,ordonnance,42,"organisme unicellulaire"
peine,42,maladie,42,"organisme unicellulaire",donc,peine,42,"organisme unicellulaire"
"se déchausser",42,maladie,42,"organisme unicellulaire",donc,"se déchausser",42,"organisme unicellulaire"
"se faire arrêter",42,maladie,42,"organisme unicellulaire",donc,"se faire arrêter",42,"organisme unicellulaire"
sueur,42,maladie,42,"organisme unicellulaire",donc,sueur,42,"organisme unicellulaire"
paranoïa,42,maladie,42,"organisme unicellulaire",donc,paranoïa,42,"organisme unicellulaire"
chômage,42,maladie,42,"organisme unicellulaire",donc,chômage,42,"organisme unicellulaire"
coucher,42,maladie,42,"organisme unicellulaire",donc,coucher,42,"organisme unicellulaire"
prescrire,42,maladie,42,"organisme unicellulaire",donc,prescrire,42,"organisme unicellulaire"
"remède de cheval",42,maladie,42,"organisme unicellulaire",donc,"remède de cheval",42,"organisme unicellulaire"
agonie,42,maladie,42,"organisme unicellulaire",donc,agonie,42,"organisme unicellulaire"
"être de mauvais poil",42,maladie,42,"organisme unicellulaire",donc,"être de mauvais poil",42,"organisme unicellulaire"
"être alité",42,maladie,42,"organisme unicellulaire",donc,"être alité",42,"organisme unicellulaire"
"saigner du nez",42,maladie,42,"organisme unicellulaire",donc,"saigner du nez",42,"organisme unicellulaire"
pustule,42,maladie,42,"organisme unicellulaire",donc,pustule,42,"organisme unicellulaire"
remède,42,maladie,42,"organisme unicellulaire",donc,remède,42,"organisme unicellulaire"
fumigation,42,maladie,42,"organisme unicellulaire",donc,fumigation,42,"organisme unicellulaire"
"tirer la langue",42,maladie,42,"organisme unicellulaire",donc,"tirer la langue",42,"organisme unicellulaire"
=anemia=,42,maladie,42,"organisme unicellulaire",donc,=anemia=,42,"organisme unicellulaire"
=paranoia=,42,maladie,42,"organisme unicellulaire",donc,=paranoia=,42,"organisme unicellulaire"
"mauvaise santé",42,maladie,42,"organisme unicellulaire",donc,"mauvaise santé",42,"organisme unicellulaire"
affaiblissement,42,maladie,42,"organisme unicellulaire",donc,affaiblissement,42,"organisme unicellulaire"
"mourir de maladie",42,maladie,42,"organisme unicellulaire",donc,"mourir de maladie",42,"organisme unicellulaire"
=anaemia=,42,maladie,42,"organisme unicellulaire",donc,=anaemia=,42,"organisme unicellulaire"
=medicament=,42,maladie,42,"organisme unicellulaire",donc,=medicament=,42,"organisme unicellulaire"
=pustule=,42,maladie,42,"organisme unicellulaire",donc,=pustule=,42,"organisme unicellulaire"
=prostration=,42,maladie,42,"organisme unicellulaire",donc,=prostration=,42,"organisme unicellulaire"
medicament,42,maladie,42,"organisme unicellulaire",donc,medicament,42,"organisme unicellulaire"
=inhalation=,42,maladie,42,"organisme unicellulaire",donc,=inhalation=,42,"organisme unicellulaire"
=hospital=,42,maladie,42,"organisme unicellulaire",donc,=hospital=,42,"organisme unicellulaire"
=fumigation=,42,maladie,42,"organisme unicellulaire",donc,=fumigation=,42,"organisme unicellulaire"
=diagnostic=,42,maladie,42,"organisme unicellulaire",donc,=diagnostic=,42,"organisme unicellulaire"
=convalescence=,42,maladie,42,"organisme unicellulaire",donc,=convalescence=,42,"organisme unicellulaire"
=consultation=,42,maladie,42,"organisme unicellulaire",donc,=consultation=,42,"organisme unicellulaire"
"=nonsteroidal antiinflammatory drug=",42,maladie,42,"organisme unicellulaire",donc,"=nonsteroidal antiinflammatory drug=",42,"organisme unicellulaire"
"agent anti-inflammatoire non stéroïdien",42,maladie,42,"organisme unicellulaire",donc,"agent anti-inflammatoire non stéroïdien",42,"organisme unicellulaire"
anémié,42,maladie,42,"organisme unicellulaire",donc,anémié,42,"organisme unicellulaire"
=hospitalization=,42,maladie,42,"organisme unicellulaire",donc,=hospitalization=,42,"organisme unicellulaire"
tunnel,42,maladie,42,"organisme unicellulaire",donc,tunnel,42,"organisme unicellulaire"
"ne pas se sentir bien",42,maladie,42,"organisme unicellulaire",donc,"ne pas se sentir bien",42,"organisme unicellulaire"
=diagnosis=,42,maladie,42,"organisme unicellulaire",donc,=diagnosis=,42,"organisme unicellulaire"
=sleeplessness=,42,maladie,42,"organisme unicellulaire",donc,=sleeplessness=,42,"organisme unicellulaire"
=insomnia=,42,maladie,42,"organisme unicellulaire",donc,=insomnia=,42,"organisme unicellulaire"
hyposomnie,42,maladie,42,"organisme unicellulaire",donc,hyposomnie,42,"organisme unicellulaire"
"troubles endormissement et maintien du sommeil",42,maladie,42,"organisme unicellulaire",donc,"troubles endormissement et maintien du sommeil",42,"organisme unicellulaire"
"trouble insomniaque",42,maladie,42,"organisme unicellulaire",donc,"trouble insomniaque",42,"organisme unicellulaire"
agrypnie,42,maladie,42,"organisme unicellulaire",donc,agrypnie,42,"organisme unicellulaire"
"trouble endormissement et maintien du sommeil",42,maladie,42,"organisme unicellulaire",donc,"trouble endormissement et maintien du sommeil",42,"organisme unicellulaire"
"manque de sommeil",42,maladie,42,"organisme unicellulaire",donc,"manque de sommeil",42,"organisme unicellulaire"
Médecine,42,maladie,42,"organisme unicellulaire",donc,Médecine,42,"organisme unicellulaire"
"Mathieu Lafourcade",42,maladie,42,"organisme unicellulaire",donc,"Mathieu Lafourcade",42,"organisme unicellulaire"
médecine,42,maladie,42,tousser,donc,médecine,42,tousser
inhalation,42,maladie,42,tousser,donc,inhalation,42,tousser
chirurgie,42,maladie,42,tousser,donc,chirurgie,42,tousser
fatigue,42,maladie,42,tousser,donc,fatigue,42,tousser
médicament,42,maladie,42,tousser,donc,médicament,42,tousser
mort,42,maladie,42,tousser,donc,mort,42,tousser
médecin,42,maladie,42,tousser,donc,médecin,42,tousser
douleur,42,maladie,42,tousser,donc,douleur,42,tousser
absent,42,maladie,42,tousser,donc,absent,42,tousser
bouton,42,maladie,42,tousser,donc,bouton,42,tousser
verte,42,maladie,42,tousser,donc,verte,42,tousser
nausée,42,maladie,42,tousser,donc,nausée,42,tousser
inquiétude,42,maladie,42,tousser,donc,inquiétude,42,tousser
patraque,42,maladie,42,tousser,donc,patraque,42,tousser
mince,42,maladie,42,tousser,donc,mince,42,tousser
déprime,42,maladie,42,tousser,donc,déprime,42,tousser
fou,42,maladie,42,tousser,donc,fou,42,tousser
"être à l'ouest",42,maladie,42,tousser,donc,"être à l'ouest",42,tousser
repos,42,maladie,42,tousser,donc,repos,42,tousser
frissonner,42,maladie,42,tousser,donc,frissonner,42,tousser
mourir,42,maladie,42,tousser,donc,mourir,42,tousser
"éclater en sanglots",42,maladie,42,tousser,donc,"éclater en sanglots",42,tousser
"être cloué au lit",42,maladie,42,tousser,donc,"être cloué au lit",42,tousser
rhinorrhée,42,maladie,42,tousser,donc,rhinorrhée,42,tousser
docteur,42,maladie,42,tousser,donc,docteur,42,tousser
ronflement,42,maladie,42,tousser,donc,ronflement,42,tousser
"se donner la mort",42,maladie,42,tousser,donc,"se donner la mort",42,tousser
"n'avoir que la peau sur les os",42,maladie,42,tousser,donc,"n'avoir que la peau sur les os",42,tousser
"sucrer les fraises",42,maladie,42,tousser,donc,"sucrer les fraises",42,tousser
"manquer à l'appel",42,maladie,42,tousser,donc,"manquer à l'appel",42,tousser
analyses,42,maladie,42,tousser,donc,analyses,42,tousser
"rester couché",42,maladie,42,tousser,donc,"rester couché",42,tousser
"avoir mal au crâne",42,maladie,42,tousser,donc,"avoir mal au crâne",42,tousser
"fin de vie",42,maladie,42,tousser,donc,"fin de vie",42,tousser
"trou de mémoire",42,maladie,42,tousser,donc,"trou de mémoire",42,tousser
"se tordre de douleur",42,maladie,42,tousser,donc,"se tordre de douleur",42,tousser
"avoir de la fièvre",42,maladie,42,tousser,donc,"avoir de la fièvre",42,tousser
"avoir le vertige",42,maladie,42,tousser,donc,"avoir le vertige",42,tousser
"grosse sieste",42,maladie,42,tousser,donc,"grosse sieste",42,tousser
"être en vrac",42,maladie,42,tousser,donc,"être en vrac",42,tousser
"maux de ventre",42,maladie,42,tousser,donc,"maux de ventre",42,tousser
folie,42,maladie,42,tousser,donc,folie,42,tousser
"trouble du langage",42,maladie,42,tousser,donc,"trouble du langage",42,tousser
médecine,42,maladie,42,tousser,donc,médecine,42,tousser
pandiculation,42,maladie,42,tousser,donc,pandiculation,42,tousser
absence,42,maladie,42,tousser,donc,absence,42,tousser
pleurer,42,maladie,42,tousser,donc,pleurer,42,tousser
"douleur physique",42,maladie,42,tousser,donc,"douleur physique",42,tousser
peur,42,maladie,42,tousser,donc,peur,42,tousser
"être pris de vertige",42,maladie,42,tousser,donc,"être pris de vertige",42,tousser
"se coucher tôt",42,maladie,42,tousser,donc,"se coucher tôt",42,tousser
"mauvaise humeur",42,maladie,42,tousser,donc,"mauvaise humeur",42,tousser
hypophagie,42,maladie,42,tousser,donc,hypophagie,42,tousser
bébé-médicament,42,maladie,42,tousser,donc,bébé-médicament,42,tousser
"éviction alimentaire",42,maladie,42,tousser,donc,"éviction alimentaire",42,tousser
"rester au lit",42,maladie,42,tousser,donc,"rester au lit",42,tousser
"cloué au lit",42,maladie,42,tousser,donc,"cloué au lit",42,tousser
s'effeuiller,42,maladie,42,tousser,donc,s'effeuiller,42,tousser
amaigrissement,42,maladie,42,tousser,donc,amaigrissement,42,tousser
"bander comme un foulard",42,maladie,42,tousser,donc,"bander comme un foulard",42,tousser
"thérapie familiale",42,maladie,42,tousser,donc,"thérapie familiale",42,tousser
"aller à Lourdes",42,maladie,42,tousser,donc,"aller à Lourdes",42,tousser
prier,42,maladie,42,tousser,donc,prier,42,tousser
polythérapie,42,maladie,42,tousser,donc,polythérapie,42,tousser
"anti-inflammatoire non stéroïdien",42,maladie,42,tousser,donc,"anti-inflammatoire non stéroïdien",42,tousser
"être long à la détente",42,maladie,42,tousser,donc,"être long à la détente",42,tousser
partir,42,maladie,42,tousser,donc,partir,42,tousser
"essai thérapeutique",42,maladie,42,tousser,donc,"essai thérapeutique",42,tousser
"brûlant de fièvre",42,maladie,42,tousser,donc,"brûlant de fièvre",42,tousser
"prendre sa température",42,maladie,42,tousser,donc,"prendre sa température",42,tousser
"sans vigueur",42,maladie,42,tousser,donc,"sans vigueur",42,tousser
"faire un malaise",42,maladie,42,tousser,donc,"faire un malaise",42,tousser
"adulte handicapé",42,maladie,42,tousser,donc,"adulte handicapé",42,tousser
soigner,42,maladie,42,tousser,donc,soigner,42,tousser
"avoir la tête dans le cul",42,maladie,42,tousser,donc,"avoir la tête dans le cul",42,tousser
"être paralysé",42,maladie,42,tousser,donc,"être paralysé",42,tousser
"être dans le besoin",42,maladie,42,tousser,donc,"être dans le besoin",42,tousser
AINS,42,maladie,42,tousser,donc,AINS,42,tousser
"crise d'angoisse",42,maladie,42,tousser,donc,"crise d'angoisse",42,tousser
"cracher du sang",42,maladie,42,tousser,donc,"cracher du sang",42,tousser
"appeler le docteur",42,maladie,42,tousser,donc,"appeler le docteur",42,tousser
"mal à la gorge",42,maladie,42,tousser,donc,"mal à la gorge",42,tousser
"avoir des séquelles",42,maladie,42,tousser,donc,"avoir des séquelles",42,tousser
séquelles,42,maladie,42,tousser,donc,séquelles,42,tousser
faiblarde,42,maladie,42,tousser,donc,faiblarde,42,tousser
tristesse,42,maladie,42,tousser,donc,tristesse,42,tousser
"intervention chirurgicale",42,maladie,42,tousser,donc,"intervention chirurgicale",42,tousser
clinique,42,maladie,42,tousser,donc,clinique,42,tousser
"être déshydraté",42,maladie,42,tousser,donc,"être déshydraté",42,tousser
insomnie,42,maladie,42,tousser,donc,insomnie,42,tousser
refuser,42,maladie,42,tousser,donc,refuser,42,tousser
"blessure grave",42,maladie,42,tousser,donc,"blessure grave",42,tousser
parano,42,maladie,42,tousser,donc,parano,42,tousser
"manquer d'eau",42,maladie,42,tousser,donc,"manquer d'eau",42,tousser
"n'avoir que la peau et les os",42,maladie,42,tousser,donc,"n'avoir que la peau et les os",42,tousser
Chirurgie,42,maladie,42,tousser,donc,Chirurgie,42,tousser
Médecine,42,maladie,42,tousser,donc,Médecine,42,tousser
"avoir des frissons",42,maladie,42,tousser,donc,"avoir des frissons",42,tousser
"avoir soif",42,maladie,42,tousser,donc,"avoir soif",42,tousser
"rester au pieu",42,maladie,42,tousser,donc,"rester au pieu",42,tousser
diagnostic,42,maladie,42,tousser,donc,diagnostic,42,tousser
plaie,42,maladie,42,tousser,donc,plaie,42,tousser
"se faire opérer",42,maladie,42,tousser,donc,"se faire opérer",42,tousser
douleurs,42,maladie,42,tousser,donc,douleurs,42,tousser
anémie,42,maladie,42,tousser,donc,anémie,42,tousser
intervention,42,maladie,42,tousser,donc,intervention,42,tousser
soins,42,maladie,42,tousser,donc,soins,42,tousser
examen,42,maladie,42,tousser,donc,examen,42,tousser
dépression,42,maladie,42,tousser,donc,dépression,42,tousser
"se reposer",42,maladie,42,tousser,donc,"se reposer",42,tousser
"arrêt de travail",42,maladie,42,tousser,donc,"arrêt de travail",42,tousser
traitement,42,maladie,42,tousser,donc,traitement,42,tousser
décès,42,maladie,42,tousser,donc,décès,42,tousser
éruption,42,maladie,42,tousser,donc,éruption,42,tousser
consultation,42,maladie,42,tousser,donc,consultation,42,tousser
"avoir mal",42,maladie,42,tousser,donc,"avoir mal",42,tousser
propagation,42,maladie,42,tousser,donc,propagation,42,tousser
hôpital,42,maladie,42,tousser,donc,hôpital,42,tousser
consulter,42,maladie,42,tousser,donc,consulter,42,tousser
guérir,42,maladie,42,tousser,donc,guérir,42,tousser
opérer,42,maladie,42,tousser,donc,opérer,42,tousser
opération,42,maladie,42,tousser,donc,opération,42,tousser
"se soigner",42,maladie,42,tousser,donc,"se soigner",42,tousser
"arrêt maladie",42,maladie,42,tousser,donc,"arrêt maladie",42,tousser
handicap,42,maladie,42,tousser,donc,handicap,42,tousser
malade,42,maladie,42,tousser,donc,malade,42,tousser
boutons,42,maladie,42,tousser,donc,boutons,42,tousser
soin,42,maladie,42,tousser,donc,soin,42,tousser
convalescence,42,maladie,42,tousser,donc,convalescence,42,tousser
souffrance,42,maladie,42,tousser,donc,souffrance,42,tousser
souffrir,42,maladie,42,tousser,donc,souffrir,42,tousser
guérison,42,maladie,42,tousser,donc,guérison,42,tousser
hospitalisation,42,maladie,42,tousser,donc,hospitalisation,42,tousser
fièvre,42,maladie,42,tousser,donc,fièvre,42,tousser
"congé maladie",42,maladie,42,tousser,donc,"congé maladie",42,tousser
diagnostique,42,maladie,42,tousser,donc,diagnostique,42,tousser
hosto,42,maladie,42,tousser,donc,hosto,42,tousser
"quitter le domicile conjugal",42,maladie,42,tousser,donc,"quitter le domicile conjugal",42,tousser
"être mort de fatigue",42,maladie,42,tousser,donc,"être mort de fatigue",42,tousser
"se gratter",42,maladie,42,tousser,donc,"se gratter",42,tousser
cadeau,42,maladie,42,tousser,donc,cadeau,42,tousser
migraine,42,maladie,42,tousser,donc,migraine,42,tousser
"être dans le noir",42,maladie,42,tousser,donc,"être dans le noir",42,tousser
angoisse,42,maladie,42,tousser,donc,angoisse,42,tousser
arrêt,42,maladie,42,tousser,donc,arrêt,42,tousser
"Mathieu Lafourcade",42,maladie,42,tousser,donc,"Mathieu Lafourcade",42,tousser
maigrir,42,maladie,42,tousser,donc,maigrir,42,tousser
"avoir des nausées",42,maladie,42,tousser,donc,"avoir des nausées",42,tousser
AT,42,maladie,42,tousser,donc,AT,42,tousser
"anti-inflammatoire non-stéroïdien",42,maladie,42,tousser,donc,"anti-inflammatoire non-stéroïdien",42,tousser
anhémie,42,maladie,42,tousser,donc,anhémie,42,tousser
"avoir la gueule dans le cul",42,maladie,42,tousser,donc,"avoir la gueule dans le cul",42,tousser
"colique néphrétique",42,maladie,42,tousser,donc,"colique néphrétique",42,tousser
paralysie,42,maladie,42,tousser,donc,paralysie,42,tousser
prostration,42,maladie,42,tousser,donc,prostration,42,tousser
convulsion,42,maladie,42,tousser,donc,convulsion,42,tousser
"ne pas pouvoir dormir",42,maladie,42,tousser,donc,"ne pas pouvoir dormir",42,tousser
anæmie,42,maladie,42,tousser,donc,anæmie,42,tousser
hospital,42,maladie,42,tousser,donc,hospital,42,tousser
ordonnance,42,maladie,42,tousser,donc,ordonnance,42,tousser
peine,42,maladie,42,tousser,donc,peine,42,tousser
"se déchausser",42,maladie,42,tousser,donc,"se déchausser",42,tousser
"se faire arrêter",42,maladie,42,tousser,donc,"se faire arrêter",42,tousser
sueur,42,maladie,42,tousser,donc,sueur,42,tousser
paranoïa,42,maladie,42,tousser,donc,paranoïa,42,tousser
chômage,42,maladie,42,tousser,donc,chômage,42,tousser
coucher,42,maladie,42,tousser,donc,coucher,42,tousser
prescrire,42,maladie,42,tousser,donc,prescrire,42,tousser
"remède de cheval",42,maladie,42,tousser,donc,"remède de cheval",42,tousser
agonie,42,maladie,42,tousser,donc,agonie,42,tousser
"être de mauvais poil",42,maladie,42,tousser,donc,"être de mauvais poil",42,tousser
"être alité",42,maladie,42,tousser,donc,"être alité",42,tousser
"saigner du nez",42,maladie,42,tousser,donc,"saigner du nez",42,tousser
pustule,42,maladie,42,tousser,donc,pustule,42,tousser
remède,42,maladie,42,tousser,donc,remède,42,tousser
fumigation,42,maladie,42,tousser,donc,fumigation,42,tousser
"tirer la langue",42,maladie,42,tousser,donc,"tirer la langue",42,tousser
=anemia=,42,maladie,42,tousser,donc,=anemia=,42,tousser
=paranoia=,42,maladie,42,tousser,donc,=paranoia=,42,tousser
"mauvaise santé",42,maladie,42,tousser,donc,"mauvaise santé",42,tousser
affaiblissement,42,maladie,42,tousser,donc,affaiblissement,42,tousser
"mourir de maladie",42,maladie,42,tousser,donc,"mourir de maladie",42,tousser
=anaemia=,42,maladie,42,tousser,donc,=anaemia=,42,tousser
=medicament=,42,maladie,42,tousser,donc,=medicament=,42,tousser
=pustule=,42,maladie,42,tousser,donc,=pustule=,42,tousser
=prostration=,42,maladie,42,tousser,donc,=prostration=,42,tousser
medicament,42,maladie,42,tousser,donc,medicament,42,tousser
=inhalation=,42,maladie,42,tousser,donc,=inhalation=,42,tousser
=hospital=,42,maladie,42,tousser,donc,=hospital=,42,tousser
=fumigation=,42,maladie,42,tousser,donc,=fumigation=,42,tousser
=diagnostic=,42,maladie,42,tousser,donc,=diagnostic=,42,tousser
=convalescence=,42,maladie,42,tousser,donc,=convalescence=,42,tousser
=consultation=,42,maladie,42,tousser,donc,=consultation=,42,tousser
"=nonsteroidal antiinflammatory drug=",42,maladie,42,tousser,donc,"=nonsteroidal antiinflammatory drug=",42,tousser
"agent anti-inflammatoire non stéroïdien",42,maladie,42,tousser,donc,"agent anti-inflammatoire non stéroïdien",42,tousser
anémié,42,maladie,42,tousser,donc,anémié,42,tousser
=hospitalization=,42,maladie,42,tousser,donc,=hospitalization=,42,tousser
tunnel,42,maladie,42,tousser,donc,tunnel,42,tousser
"ne pas se sentir bien",42,maladie,42,tousser,donc,"ne pas se sentir bien",42,tousser
=diagnosis=,42,maladie,42,tousser,donc,=diagnosis=,42,tousser
=sleeplessness=,42,maladie,42,tousser,donc,=sleeplessness=,42,tousser
=insomnia=,42,maladie,42,tousser,donc,=insomnia=,42,tousser
hyposomnie,42,maladie,42,tousser,donc,hyposomnie,42,tousser
"troubles endormissement et maintien du sommeil",42,maladie,42,tousser,donc,"troubles endormissement et maintien du sommeil",42,tousser
"trouble insomniaque",42,maladie,42,tousser,donc,"trouble insomniaque",42,tousser
agrypnie,42,maladie,42,tousser,donc,agrypnie,42,tousser
"trouble endormissement et maintien du sommeil",42,maladie,42,tousser,donc,"trouble endormissement et maintien du sommeil",42,tousser
"manque de sommeil",42,maladie,42,tousser,donc,"manque de sommeil",42,tousser
Médecine,42,maladie,42,tousser,donc,Médecine,42,tousser
"Mathieu Lafourcade",42,maladie,42,tousser,donc,"Mathieu Lafourcade",42,tousser
médecine,42,maladie,42,trématode,donc,médecine,42,trématode
inhalation,42,maladie,42,trématode,donc,inhalation,42,trématode
chirurgie,42,maladie,42,trématode,donc,chirurgie,42,trématode
fatigue,42,maladie,42,trématode,donc,fatigue,42,trématode
médicament,42,maladie,42,trématode,donc,médicament,42,trématode
mort,42,maladie,42,trématode,donc,mort,42,trématode
médecin,42,maladie,42,trématode,donc,médecin,42,trématode
douleur,42,maladie,42,trématode,donc,douleur,42,trématode
absent,42,maladie,42,trématode,donc,absent,42,trématode
bouton,42,maladie,42,trématode,donc,bouton,42,trématode
verte,42,maladie,42,trématode,donc,verte,42,trématode
nausée,42,maladie,42,trématode,donc,nausée,42,trématode
inquiétude,42,maladie,42,trématode,donc,inquiétude,42,trématode
patraque,42,maladie,42,trématode,donc,patraque,42,trématode
mince,42,maladie,42,trématode,donc,mince,42,trématode
déprime,42,maladie,42,trématode,donc,déprime,42,trématode
fou,42,maladie,42,trématode,donc,fou,42,trématode
"être à l'ouest",42,maladie,42,trématode,donc,"être à l'ouest",42,trématode
repos,42,maladie,42,trématode,donc,repos,42,trématode
frissonner,42,maladie,42,trématode,donc,frissonner,42,trématode
mourir,42,maladie,42,trématode,donc,mourir,42,trématode
"éclater en sanglots",42,maladie,42,trématode,donc,"éclater en sanglots",42,trématode
"être cloué au lit",42,maladie,42,trématode,donc,"être cloué au lit",42,trématode
