term_1,relation_type,term_2,relation_type,term_2,donc,term_1,relation_type,term_2
chanter,42,fête,42,"jour férié",donc,chanter,42,"jour férié"
joie,42,fête,42,"jour férié",donc,joie,42,"jour férié"
soûlerie,42,fête,42,"jour férié",donc,soûlerie,42,"jour férié"
"être mort de fatigue",42,fête,42,"jour férié",donc,"être mort de fatigue",42,"jour férié"
"avoir la gueule dans le cul",42,fête,42,"jour férié",donc,"avoir la gueule dans le cul",42,"jour férié"
soulerie,42,fête,42,"jour férié",donc,soulerie,42,"jour férié"
"Tenue de soirée",42,fête,42,"jour férié",donc,"Tenue de soirée",42,"jour férié"
"plat roboratif",42,fête,42,"jour férié",donc,"plat roboratif",42,"jour férié"
"nuit blanche",42,fête,42,"jour férié",donc,"nuit blanche",42,"jour férié"
=music=,42,fête,42,"jour férié",donc,=music=,42,"jour férié"
music,42,fête,42,"jour férié",donc,music,42,"jour férié"
défilé,42,fête,42,salle,donc,défilé,42,salle
"avoir la tête dans le cul",42,fête,42,salle,donc,"avoir la tête dans le cul",42,salle
rencontre,42,fête,42,salle,donc,rencontre,42,salle
champagne,42,fête,42,salle,donc,champagne,42,salle
boire,42,fête,42,salle,donc,boire,42,salle
"panse de brebis farcie",42,fête,42,salle,donc,"panse de brebis farcie",42,salle
"lendemain de fête",42,fête,42,salle,donc,"lendemain de fête",42,salle
youyou,42,fête,42,salle,donc,youyou,42,salle
"bon anniversaire",42,fête,42,salle,donc,"bon anniversaire",42,salle
bruit,42,fête,42,salle,donc,bruit,42,salle
danse,42,fête,42,salle,donc,danse,42,salle
"offrir un cadeau",42,fête,42,salle,donc,"offrir un cadeau",42,salle
"offrir des fleurs",42,fête,42,salle,donc,"offrir des fleurs",42,salle
apéritif,42,fête,42,salle,donc,apéritif,42,salle
"faire la nouba",42,fête,42,salle,donc,"faire la nouba",42,salle
"faire un cadeau",42,fête,42,salle,donc,"faire un cadeau",42,salle
"tenue de soirée",42,fête,42,salle,donc,"tenue de soirée",42,salle
"décoration florale",42,fête,42,salle,donc,"décoration florale",42,salle
"apporter des fleurs",42,fête,42,salle,donc,"apporter des fleurs",42,salle
émue,42,fête,42,salle,donc,émue,42,salle
repas,42,fête,42,salle,donc,repas,42,salle
indigestion,42,fête,42,salle,donc,indigestion,42,salle
plaisir,42,fête,42,salle,donc,plaisir,42,salle
"se bourrer la gueule",42,fête,42,salle,donc,"se bourrer la gueule",42,salle
"faire la fête",42,fête,42,salle,donc,"faire la fête",42,salle
"prendre du bon temps",42,fête,42,salle,donc,"prendre du bon temps",42,salle
"se saouler la gueule",42,fête,42,salle,donc,"se saouler la gueule",42,salle
"se saouler",42,fête,42,salle,donc,"se saouler",42,salle
"faire du bruit",42,fête,42,salle,donc,"faire du bruit",42,salle
drague,42,fête,42,salle,donc,drague,42,salle
"bonne humeur",42,fête,42,salle,donc,"bonne humeur",42,salle
"se marrer",42,fête,42,salle,donc,"se marrer",42,salle
saoulerie,42,fête,42,salle,donc,saoulerie,42,salle
querelle,42,fête,42,salle,donc,querelle,42,salle
cadeau,42,fête,42,salle,donc,cadeau,42,salle
gâteau,42,fête,42,salle,donc,gâteau,42,salle
manger,42,fête,42,salle,donc,manger,42,salle
ivresse,42,fête,42,salle,donc,ivresse,42,salle
musique,42,fête,42,salle,donc,musique,42,salle
s'amuser,42,fête,42,salle,donc,s'amuser,42,salle
fêter,42,fête,42,salle,donc,fêter,42,salle
danser,42,fête,42,salle,donc,danser,42,salle
chanter,42,fête,42,salle,donc,chanter,42,salle
joie,42,fête,42,salle,donc,joie,42,salle
soûlerie,42,fête,42,salle,donc,soûlerie,42,salle
"être mort de fatigue",42,fête,42,salle,donc,"être mort de fatigue",42,salle
"avoir la gueule dans le cul",42,fête,42,salle,donc,"avoir la gueule dans le cul",42,salle
soulerie,42,fête,42,salle,donc,soulerie,42,salle
"Tenue de soirée",42,fête,42,salle,donc,"Tenue de soirée",42,salle
"plat roboratif",42,fête,42,salle,donc,"plat roboratif",42,salle
"nuit blanche",42,fête,42,salle,donc,"nuit blanche",42,salle
=music=,42,fête,42,salle,donc,=music=,42,salle
music,42,fête,42,salle,donc,music,42,salle
défilé,42,fête,42,samedi,donc,défilé,42,samedi
"avoir la tête dans le cul",42,fête,42,samedi,donc,"avoir la tête dans le cul",42,samedi
rencontre,42,fête,42,samedi,donc,rencontre,42,samedi
champagne,42,fête,42,samedi,donc,champagne,42,samedi
boire,42,fête,42,samedi,donc,boire,42,samedi
"panse de brebis farcie",42,fête,42,samedi,donc,"panse de brebis farcie",42,samedi
"lendemain de fête",42,fête,42,samedi,donc,"lendemain de fête",42,samedi
youyou,42,fête,42,samedi,donc,youyou,42,samedi
"bon anniversaire",42,fête,42,samedi,donc,"bon anniversaire",42,samedi
bruit,42,fête,42,samedi,donc,bruit,42,samedi
danse,42,fête,42,samedi,donc,danse,42,samedi
"offrir un cadeau",42,fête,42,samedi,donc,"offrir un cadeau",42,samedi
"offrir des fleurs",42,fête,42,samedi,donc,"offrir des fleurs",42,samedi
apéritif,42,fête,42,samedi,donc,apéritif,42,samedi
"faire la nouba",42,fête,42,samedi,donc,"faire la nouba",42,samedi
"faire un cadeau",42,fête,42,samedi,donc,"faire un cadeau",42,samedi
"tenue de soirée",42,fête,42,samedi,donc,"tenue de soirée",42,samedi
"décoration florale",42,fête,42,samedi,donc,"décoration florale",42,samedi
"apporter des fleurs",42,fête,42,samedi,donc,"apporter des fleurs",42,samedi
émue,42,fête,42,samedi,donc,émue,42,samedi
repas,42,fête,42,samedi,donc,repas,42,samedi
indigestion,42,fête,42,samedi,donc,indigestion,42,samedi
plaisir,42,fête,42,samedi,donc,plaisir,42,samedi
"se bourrer la gueule",42,fête,42,samedi,donc,"se bourrer la gueule",42,samedi
"faire la fête",42,fête,42,samedi,donc,"faire la fête",42,samedi
"prendre du bon temps",42,fête,42,samedi,donc,"prendre du bon temps",42,samedi
"se saouler la gueule",42,fête,42,samedi,donc,"se saouler la gueule",42,samedi
"se saouler",42,fête,42,samedi,donc,"se saouler",42,samedi
"faire du bruit",42,fête,42,samedi,donc,"faire du bruit",42,samedi
drague,42,fête,42,samedi,donc,drague,42,samedi
"bonne humeur",42,fête,42,samedi,donc,"bonne humeur",42,samedi
"se marrer",42,fête,42,samedi,donc,"se marrer",42,samedi
saoulerie,42,fête,42,samedi,donc,saoulerie,42,samedi
querelle,42,fête,42,samedi,donc,querelle,42,samedi
cadeau,42,fête,42,samedi,donc,cadeau,42,samedi
gâteau,42,fête,42,samedi,donc,gâteau,42,samedi
manger,42,fête,42,samedi,donc,manger,42,samedi
ivresse,42,fête,42,samedi,donc,ivresse,42,samedi
musique,42,fête,42,samedi,donc,musique,42,samedi
s'amuser,42,fête,42,samedi,donc,s'amuser,42,samedi
fêter,42,fête,42,samedi,donc,fêter,42,samedi
danser,42,fête,42,samedi,donc,danser,42,samedi
chanter,42,fête,42,samedi,donc,chanter,42,samedi
joie,42,fête,42,samedi,donc,joie,42,samedi
soûlerie,42,fête,42,samedi,donc,soûlerie,42,samedi
"être mort de fatigue",42,fête,42,samedi,donc,"être mort de fatigue",42,samedi
"avoir la gueule dans le cul",42,fête,42,samedi,donc,"avoir la gueule dans le cul",42,samedi
soulerie,42,fête,42,samedi,donc,soulerie,42,samedi
"Tenue de soirée",42,fête,42,samedi,donc,"Tenue de soirée",42,samedi
"plat roboratif",42,fête,42,samedi,donc,"plat roboratif",42,samedi
"nuit blanche",42,fête,42,samedi,donc,"nuit blanche",42,samedi
=music=,42,fête,42,samedi,donc,=music=,42,samedi
music,42,fête,42,samedi,donc,music,42,samedi
défilé,42,fête,42,an,donc,défilé,42,an
"avoir la tête dans le cul",42,fête,42,an,donc,"avoir la tête dans le cul",42,an
rencontre,42,fête,42,an,donc,rencontre,42,an
champagne,42,fête,42,an,donc,champagne,42,an
boire,42,fête,42,an,donc,boire,42,an
"panse de brebis farcie",42,fête,42,an,donc,"panse de brebis farcie",42,an
"lendemain de fête",42,fête,42,an,donc,"lendemain de fête",42,an
youyou,42,fête,42,an,donc,youyou,42,an
"bon anniversaire",42,fête,42,an,donc,"bon anniversaire",42,an
bruit,42,fête,42,an,donc,bruit,42,an
danse,42,fête,42,an,donc,danse,42,an
"offrir un cadeau",42,fête,42,an,donc,"offrir un cadeau",42,an
"offrir des fleurs",42,fête,42,an,donc,"offrir des fleurs",42,an
apéritif,42,fête,42,an,donc,apéritif,42,an
"faire la nouba",42,fête,42,an,donc,"faire la nouba",42,an
"faire un cadeau",42,fête,42,an,donc,"faire un cadeau",42,an
"tenue de soirée",42,fête,42,an,donc,"tenue de soirée",42,an
"décoration florale",42,fête,42,an,donc,"décoration florale",42,an
"apporter des fleurs",42,fête,42,an,donc,"apporter des fleurs",42,an
émue,42,fête,42,an,donc,émue,42,an
repas,42,fête,42,an,donc,repas,42,an
indigestion,42,fête,42,an,donc,indigestion,42,an
plaisir,42,fête,42,an,donc,plaisir,42,an
"se bourrer la gueule",42,fête,42,an,donc,"se bourrer la gueule",42,an
"faire la fête",42,fête,42,an,donc,"faire la fête",42,an
"prendre du bon temps",42,fête,42,an,donc,"prendre du bon temps",42,an
"se saouler la gueule",42,fête,42,an,donc,"se saouler la gueule",42,an
"se saouler",42,fête,42,an,donc,"se saouler",42,an
"faire du bruit",42,fête,42,an,donc,"faire du bruit",42,an
drague,42,fête,42,an,donc,drague,42,an
"bonne humeur",42,fête,42,an,donc,"bonne humeur",42,an
"se marrer",42,fête,42,an,donc,"se marrer",42,an
saoulerie,42,fête,42,an,donc,saoulerie,42,an
querelle,42,fête,42,an,donc,querelle,42,an
cadeau,42,fête,42,an,donc,cadeau,42,an
gâteau,42,fête,42,an,donc,gâteau,42,an
manger,42,fête,42,an,donc,manger,42,an
ivresse,42,fête,42,an,donc,ivresse,42,an
musique,42,fête,42,an,donc,musique,42,an
s'amuser,42,fête,42,an,donc,s'amuser,42,an
fêter,42,fête,42,an,donc,fêter,42,an
danser,42,fête,42,an,donc,danser,42,an
chanter,42,fête,42,an,donc,chanter,42,an
joie,42,fête,42,an,donc,joie,42,an
soûlerie,42,fête,42,an,donc,soûlerie,42,an
"être mort de fatigue",42,fête,42,an,donc,"être mort de fatigue",42,an
"avoir la gueule dans le cul",42,fête,42,an,donc,"avoir la gueule dans le cul",42,an
soulerie,42,fête,42,an,donc,soulerie,42,an
"Tenue de soirée",42,fête,42,an,donc,"Tenue de soirée",42,an
"plat roboratif",42,fête,42,an,donc,"plat roboratif",42,an
"nuit blanche",42,fête,42,an,donc,"nuit blanche",42,an
=music=,42,fête,42,an,donc,=music=,42,an
music,42,fête,42,an,donc,music,42,an
défilé,42,fête,42,14-Juillet,donc,défilé,42,14-Juillet
"avoir la tête dans le cul",42,fête,42,14-Juillet,donc,"avoir la tête dans le cul",42,14-Juillet
rencontre,42,fête,42,14-Juillet,donc,rencontre,42,14-Juillet
champagne,42,fête,42,14-Juillet,donc,champagne,42,14-Juillet
boire,42,fête,42,14-Juillet,donc,boire,42,14-Juillet
"panse de brebis farcie",42,fête,42,14-Juillet,donc,"panse de brebis farcie",42,14-Juillet
"lendemain de fête",42,fête,42,14-Juillet,donc,"lendemain de fête",42,14-Juillet
youyou,42,fête,42,14-Juillet,donc,youyou,42,14-Juillet
"bon anniversaire",42,fête,42,14-Juillet,donc,"bon anniversaire",42,14-Juillet
bruit,42,fête,42,14-Juillet,donc,bruit,42,14-Juillet
danse,42,fête,42,14-Juillet,donc,danse,42,14-Juillet
"offrir un cadeau",42,fête,42,14-Juillet,donc,"offrir un cadeau",42,14-Juillet
"offrir des fleurs",42,fête,42,14-Juillet,donc,"offrir des fleurs",42,14-Juillet
apéritif,42,fête,42,14-Juillet,donc,apéritif,42,14-Juillet
"faire la nouba",42,fête,42,14-Juillet,donc,"faire la nouba",42,14-Juillet
"faire un cadeau",42,fête,42,14-Juillet,donc,"faire un cadeau",42,14-Juillet
"tenue de soirée",42,fête,42,14-Juillet,donc,"tenue de soirée",42,14-Juillet
"décoration florale",42,fête,42,14-Juillet,donc,"décoration florale",42,14-Juillet
"apporter des fleurs",42,fête,42,14-Juillet,donc,"apporter des fleurs",42,14-Juillet
émue,42,fête,42,14-Juillet,donc,émue,42,14-Juillet
repas,42,fête,42,14-Juillet,donc,repas,42,14-Juillet
indigestion,42,fête,42,14-Juillet,donc,indigestion,42,14-Juillet
plaisir,42,fête,42,14-Juillet,donc,plaisir,42,14-Juillet
"se bourrer la gueule",42,fête,42,14-Juillet,donc,"se bourrer la gueule",42,14-Juillet
"faire la fête",42,fête,42,14-Juillet,donc,"faire la fête",42,14-Juillet
"prendre du bon temps",42,fête,42,14-Juillet,donc,"prendre du bon temps",42,14-Juillet
"se saouler la gueule",42,fête,42,14-Juillet,donc,"se saouler la gueule",42,14-Juillet
"se saouler",42,fête,42,14-Juillet,donc,"se saouler",42,14-Juillet
"faire du bruit",42,fête,42,14-Juillet,donc,"faire du bruit",42,14-Juillet
drague,42,fête,42,14-Juillet,donc,drague,42,14-Juillet
"bonne humeur",42,fête,42,14-Juillet,donc,"bonne humeur",42,14-Juillet
"se marrer",42,fête,42,14-Juillet,donc,"se marrer",42,14-Juillet
saoulerie,42,fête,42,14-Juillet,donc,saoulerie,42,14-Juillet
querelle,42,fête,42,14-Juillet,donc,querelle,42,14-Juillet
cadeau,42,fête,42,14-Juillet,donc,cadeau,42,14-Juillet
gâteau,42,fête,42,14-Juillet,donc,gâteau,42,14-Juillet
manger,42,fête,42,14-Juillet,donc,manger,42,14-Juillet
ivresse,42,fête,42,14-Juillet,donc,ivresse,42,14-Juillet
musique,42,fête,42,14-Juillet,donc,musique,42,14-Juillet
s'amuser,42,fête,42,14-Juillet,donc,s'amuser,42,14-Juillet
fêter,42,fête,42,14-Juillet,donc,fêter,42,14-Juillet
danser,42,fête,42,14-Juillet,donc,danser,42,14-Juillet
chanter,42,fête,42,14-Juillet,donc,chanter,42,14-Juillet
joie,42,fête,42,14-Juillet,donc,joie,42,14-Juillet
soûlerie,42,fête,42,14-Juillet,donc,soûlerie,42,14-Juillet
"être mort de fatigue",42,fête,42,14-Juillet,donc,"être mort de fatigue",42,14-Juillet
"avoir la gueule dans le cul",42,fête,42,14-Juillet,donc,"avoir la gueule dans le cul",42,14-Juillet
soulerie,42,fête,42,14-Juillet,donc,soulerie,42,14-Juillet
"Tenue de soirée",42,fête,42,14-Juillet,donc,"Tenue de soirée",42,14-Juillet
"plat roboratif",42,fête,42,14-Juillet,donc,"plat roboratif",42,14-Juillet
"nuit blanche",42,fête,42,14-Juillet,donc,"nuit blanche",42,14-Juillet
=music=,42,fête,42,14-Juillet,donc,=music=,42,14-Juillet
music,42,fête,42,14-Juillet,donc,music,42,14-Juillet
défilé,42,fête,42,"24 décembre",donc,défilé,42,"24 décembre"
"avoir la tête dans le cul",42,fête,42,"24 décembre",donc,"avoir la tête dans le cul",42,"24 décembre"
rencontre,42,fête,42,"24 décembre",donc,rencontre,42,"24 décembre"
champagne,42,fête,42,"24 décembre",donc,champagne,42,"24 décembre"
boire,42,fête,42,"24 décembre",donc,boire,42,"24 décembre"
"panse de brebis farcie",42,fête,42,"24 décembre",donc,"panse de brebis farcie",42,"24 décembre"
"lendemain de fête",42,fête,42,"24 décembre",donc,"lendemain de fête",42,"24 décembre"
youyou,42,fête,42,"24 décembre",donc,youyou,42,"24 décembre"
"bon anniversaire",42,fête,42,"24 décembre",donc,"bon anniversaire",42,"24 décembre"
bruit,42,fête,42,"24 décembre",donc,bruit,42,"24 décembre"
danse,42,fête,42,"24 décembre",donc,danse,42,"24 décembre"
"offrir un cadeau",42,fête,42,"24 décembre",donc,"offrir un cadeau",42,"24 décembre"
"offrir des fleurs",42,fête,42,"24 décembre",donc,"offrir des fleurs",42,"24 décembre"
apéritif,42,fête,42,"24 décembre",donc,apéritif,42,"24 décembre"
"faire la nouba",42,fête,42,"24 décembre",donc,"faire la nouba",42,"24 décembre"
"faire un cadeau",42,fête,42,"24 décembre",donc,"faire un cadeau",42,"24 décembre"
"tenue de soirée",42,fête,42,"24 décembre",donc,"tenue de soirée",42,"24 décembre"
"décoration florale",42,fête,42,"24 décembre",donc,"décoration florale",42,"24 décembre"
"apporter des fleurs",42,fête,42,"24 décembre",donc,"apporter des fleurs",42,"24 décembre"
émue,42,fête,42,"24 décembre",donc,émue,42,"24 décembre"
repas,42,fête,42,"24 décembre",donc,repas,42,"24 décembre"
indigestion,42,fête,42,"24 décembre",donc,indigestion,42,"24 décembre"
plaisir,42,fête,42,"24 décembre",donc,plaisir,42,"24 décembre"
"se bourrer la gueule",42,fête,42,"24 décembre",donc,"se bourrer la gueule",42,"24 décembre"
"faire la fête",42,fête,42,"24 décembre",donc,"faire la fête",42,"24 décembre"
"prendre du bon temps",42,fête,42,"24 décembre",donc,"prendre du bon temps",42,"24 décembre"
"se saouler la gueule",42,fête,42,"24 décembre",donc,"se saouler la gueule",42,"24 décembre"
"se saouler",42,fête,42,"24 décembre",donc,"se saouler",42,"24 décembre"
"faire du bruit",42,fête,42,"24 décembre",donc,"faire du bruit",42,"24 décembre"
drague,42,fête,42,"24 décembre",donc,drague,42,"24 décembre"
"bonne humeur",42,fête,42,"24 décembre",donc,"bonne humeur",42,"24 décembre"
"se marrer",42,fête,42,"24 décembre",donc,"se marrer",42,"24 décembre"
saoulerie,42,fête,42,"24 décembre",donc,saoulerie,42,"24 décembre"
querelle,42,fête,42,"24 décembre",donc,querelle,42,"24 décembre"
cadeau,42,fête,42,"24 décembre",donc,cadeau,42,"24 décembre"
gâteau,42,fête,42,"24 décembre",donc,gâteau,42,"24 décembre"
manger,42,fête,42,"24 décembre",donc,manger,42,"24 décembre"
ivresse,42,fête,42,"24 décembre",donc,ivresse,42,"24 décembre"
musique,42,fête,42,"24 décembre",donc,musique,42,"24 décembre"
s'amuser,42,fête,42,"24 décembre",donc,s'amuser,42,"24 décembre"
fêter,42,fête,42,"24 décembre",donc,fêter,42,"24 décembre"
danser,42,fête,42,"24 décembre",donc,danser,42,"24 décembre"
chanter,42,fête,42,"24 décembre",donc,chanter,42,"24 décembre"
joie,42,fête,42,"24 décembre",donc,joie,42,"24 décembre"
soûlerie,42,fête,42,"24 décembre",donc,soûlerie,42,"24 décembre"
"être mort de fatigue",42,fête,42,"24 décembre",donc,"être mort de fatigue",42,"24 décembre"
"avoir la gueule dans le cul",42,fête,42,"24 décembre",donc,"avoir la gueule dans le cul",42,"24 décembre"
soulerie,42,fête,42,"24 décembre",donc,soulerie,42,"24 décembre"
"Tenue de soirée",42,fête,42,"24 décembre",donc,"Tenue de soirée",42,"24 décembre"
"plat roboratif",42,fête,42,"24 décembre",donc,"plat roboratif",42,"24 décembre"
"nuit blanche",42,fête,42,"24 décembre",donc,"nuit blanche",42,"24 décembre"
=music=,42,fête,42,"24 décembre",donc,=music=,42,"24 décembre"
music,42,fête,42,"24 décembre",donc,music,42,"24 décembre"
défilé,42,fête,42,"réveillon de Noël",donc,défilé,42,"réveillon de Noël"
"avoir la tête dans le cul",42,fête,42,"réveillon de Noël",donc,"avoir la tête dans le cul",42,"réveillon de Noël"
rencontre,42,fête,42,"réveillon de Noël",donc,rencontre,42,"réveillon de Noël"
champagne,42,fête,42,"réveillon de Noël",donc,champagne,42,"réveillon de Noël"
boire,42,fête,42,"réveillon de Noël",donc,boire,42,"réveillon de Noël"
"panse de brebis farcie",42,fête,42,"réveillon de Noël",donc,"panse de brebis farcie",42,"réveillon de Noël"
"lendemain de fête",42,fête,42,"réveillon de Noël",donc,"lendemain de fête",42,"réveillon de Noël"
youyou,42,fête,42,"réveillon de Noël",donc,youyou,42,"réveillon de Noël"
"bon anniversaire",42,fête,42,"réveillon de Noël",donc,"bon anniversaire",42,"réveillon de Noël"
bruit,42,fête,42,"réveillon de Noël",donc,bruit,42,"réveillon de Noël"
danse,42,fête,42,"réveillon de Noël",donc,danse,42,"réveillon de Noël"
"offrir un cadeau",42,fête,42,"réveillon de Noël",donc,"offrir un cadeau",42,"réveillon de Noël"
"offrir des fleurs",42,fête,42,"réveillon de Noël",donc,"offrir des fleurs",42,"réveillon de Noël"
apéritif,42,fête,42,"réveillon de Noël",donc,apéritif,42,"réveillon de Noël"
"faire la nouba",42,fête,42,"réveillon de Noël",donc,"faire la nouba",42,"réveillon de Noël"
"faire un cadeau",42,fête,42,"réveillon de Noël",donc,"faire un cadeau",42,"réveillon de Noël"
"tenue de soirée",42,fête,42,"réveillon de Noël",donc,"tenue de soirée",42,"réveillon de Noël"
"décoration florale",42,fête,42,"réveillon de Noël",donc,"décoration florale",42,"réveillon de Noël"
"apporter des fleurs",42,fête,42,"réveillon de Noël",donc,"apporter des fleurs",42,"réveillon de Noël"
émue,42,fête,42,"réveillon de Noël",donc,émue,42,"réveillon de Noël"
repas,42,fête,42,"réveillon de Noël",donc,repas,42,"réveillon de Noël"
indigestion,42,fête,42,"réveillon de Noël",donc,indigestion,42,"réveillon de Noël"
plaisir,42,fête,42,"réveillon de Noël",donc,plaisir,42,"réveillon de Noël"
"se bourrer la gueule",42,fête,42,"réveillon de Noël",donc,"se bourrer la gueule",42,"réveillon de Noël"
"faire la fête",42,fête,42,"réveillon de Noël",donc,"faire la fête",42,"réveillon de Noël"
"prendre du bon temps",42,fête,42,"réveillon de Noël",donc,"prendre du bon temps",42,"réveillon de Noël"
"se saouler la gueule",42,fête,42,"réveillon de Noël",donc,"se saouler la gueule",42,"réveillon de Noël"
"se saouler",42,fête,42,"réveillon de Noël",donc,"se saouler",42,"réveillon de Noël"
"faire du bruit",42,fête,42,"réveillon de Noël",donc,"faire du bruit",42,"réveillon de Noël"
drague,42,fête,42,"réveillon de Noël",donc,drague,42,"réveillon de Noël"
"bonne humeur",42,fête,42,"réveillon de Noël",donc,"bonne humeur",42,"réveillon de Noël"
"se marrer",42,fête,42,"réveillon de Noël",donc,"se marrer",42,"réveillon de Noël"
saoulerie,42,fête,42,"réveillon de Noël",donc,saoulerie,42,"réveillon de Noël"
querelle,42,fête,42,"réveillon de Noël",donc,querelle,42,"réveillon de Noël"
cadeau,42,fête,42,"réveillon de Noël",donc,cadeau,42,"réveillon de Noël"
gâteau,42,fête,42,"réveillon de Noël",donc,gâteau,42,"réveillon de Noël"
manger,42,fête,42,"réveillon de Noël",donc,manger,42,"réveillon de Noël"
ivresse,42,fête,42,"réveillon de Noël",donc,ivresse,42,"réveillon de Noël"
musique,42,fête,42,"réveillon de Noël",donc,musique,42,"réveillon de Noël"
s'amuser,42,fête,42,"réveillon de Noël",donc,s'amuser,42,"réveillon de Noël"
fêter,42,fête,42,"réveillon de Noël",donc,fêter,42,"réveillon de Noël"
danser,42,fête,42,"réveillon de Noël",donc,danser,42,"réveillon de Noël"
chanter,42,fête,42,"réveillon de Noël",donc,chanter,42,"réveillon de Noël"
joie,42,fête,42,"réveillon de Noël",donc,joie,42,"réveillon de Noël"
soûlerie,42,fête,42,"réveillon de Noël",donc,soûlerie,42,"réveillon de Noël"
"être mort de fatigue",42,fête,42,"réveillon de Noël",donc,"être mort de fatigue",42,"réveillon de Noël"
"avoir la gueule dans le cul",42,fête,42,"réveillon de Noël",donc,"avoir la gueule dans le cul",42,"réveillon de Noël"
soulerie,42,fête,42,"réveillon de Noël",donc,soulerie,42,"réveillon de Noël"
"Tenue de soirée",42,fête,42,"réveillon de Noël",donc,"Tenue de soirée",42,"réveillon de Noël"
"plat roboratif",42,fête,42,"réveillon de Noël",donc,"plat roboratif",42,"réveillon de Noël"
"nuit blanche",42,fête,42,"réveillon de Noël",donc,"nuit blanche",42,"réveillon de Noël"
=music=,42,fête,42,"réveillon de Noël",donc,=music=,42,"réveillon de Noël"
music,42,fête,42,"réveillon de Noël",donc,music,42,"réveillon de Noël"
défilé,42,fête,42,"veille de Noël",donc,défilé,42,"veille de Noël"
"avoir la tête dans le cul",42,fête,42,"veille de Noël",donc,"avoir la tête dans le cul",42,"veille de Noël"
rencontre,42,fête,42,"veille de Noël",donc,rencontre,42,"veille de Noël"
champagne,42,fête,42,"veille de Noël",donc,champagne,42,"veille de Noël"
boire,42,fête,42,"veille de Noël",donc,boire,42,"veille de Noël"
"panse de brebis farcie",42,fête,42,"veille de Noël",donc,"panse de brebis farcie",42,"veille de Noël"
"lendemain de fête",42,fête,42,"veille de Noël",donc,"lendemain de fête",42,"veille de Noël"
youyou,42,fête,42,"veille de Noël",donc,youyou,42,"veille de Noël"
"bon anniversaire",42,fête,42,"veille de Noël",donc,"bon anniversaire",42,"veille de Noël"
bruit,42,fête,42,"veille de Noël",donc,bruit,42,"veille de Noël"
danse,42,fête,42,"veille de Noël",donc,danse,42,"veille de Noël"
"offrir un cadeau",42,fête,42,"veille de Noël",donc,"offrir un cadeau",42,"veille de Noël"
"offrir des fleurs",42,fête,42,"veille de Noël",donc,"offrir des fleurs",42,"veille de Noël"
apéritif,42,fête,42,"veille de Noël",donc,apéritif,42,"veille de Noël"
"faire la nouba",42,fête,42,"veille de Noël",donc,"faire la nouba",42,"veille de Noël"
"faire un cadeau",42,fête,42,"veille de Noël",donc,"faire un cadeau",42,"veille de Noël"
"tenue de soirée",42,fête,42,"veille de Noël",donc,"tenue de soirée",42,"veille de Noël"
"décoration florale",42,fête,42,"veille de Noël",donc,"décoration florale",42,"veille de Noël"
"apporter des fleurs",42,fête,42,"veille de Noël",donc,"apporter des fleurs",42,"veille de Noël"
émue,42,fête,42,"veille de Noël",donc,émue,42,"veille de Noël"
repas,42,fête,42,"veille de Noël",donc,repas,42,"veille de Noël"
indigestion,42,fête,42,"veille de Noël",donc,indigestion,42,"veille de Noël"
plaisir,42,fête,42,"veille de Noël",donc,plaisir,42,"veille de Noël"
"se bourrer la gueule",42,fête,42,"veille de Noël",donc,"se bourrer la gueule",42,"veille de Noël"
"faire la fête",42,fête,42,"veille de Noël",donc,"faire la fête",42,"veille de Noël"
"prendre du bon temps",42,fête,42,"veille de Noël",donc,"prendre du bon temps",42,"veille de Noël"
"se saouler la gueule",42,fête,42,"veille de Noël",donc,"se saouler la gueule",42,"veille de Noël"
"se saouler",42,fête,42,"veille de Noël",donc,"se saouler",42,"veille de Noël"
"faire du bruit",42,fête,42,"veille de Noël",donc,"faire du bruit",42,"veille de Noël"
drague,42,fête,42,"veille de Noël",donc,drague,42,"veille de Noël"
"bonne humeur",42,fête,42,"veille de Noël",donc,"bonne humeur",42,"veille de Noël"
"se marrer",42,fête,42,"veille de Noël",donc,"se marrer",42,"veille de Noël"
saoulerie,42,fête,42,"veille de Noël",donc,saoulerie,42,"veille de Noël"
querelle,42,fête,42,"veille de Noël",donc,querelle,42,"veille de Noël"
cadeau,42,fête,42,"veille de Noël",donc,cadeau,42,"veille de Noël"
gâteau,42,fête,42,"veille de Noël",donc,gâteau,42,"veille de Noël"
manger,42,fête,42,"veille de Noël",donc,manger,42,"veille de Noël"
ivresse,42,fête,42,"veille de Noël",donc,ivresse,42,"veille de Noël"
musique,42,fête,42,"veille de Noël",donc,musique,42,"veille de Noël"
s'amuser,42,fête,42,"veille de Noël",donc,s'amuser,42,"veille de Noël"
fêter,42,fête,42,"veille de Noël",donc,fêter,42,"veille de Noël"
danser,42,fête,42,"veille de Noël",donc,danser,42,"veille de Noël"
chanter,42,fête,42,"veille de Noël",donc,chanter,42,"veille de Noël"
joie,42,fête,42,"veille de Noël",donc,joie,42,"veille de Noël"
soûlerie,42,fête,42,"veille de Noël",donc,soûlerie,42,"veille de Noël"
"être mort de fatigue",42,fête,42,"veille de Noël",donc,"être mort de fatigue",42,"veille de Noël"
"avoir la gueule dans le cul",42,fête,42,"veille de Noël",donc,"avoir la gueule dans le cul",42,"veille de Noël"
soulerie,42,fête,42,"veille de Noël",donc,soulerie,42,"veille de Noël"
